id	filename	md5	size	state
ec7327b2-6767-4005-9c51-005957c1f923	UNCID_2520239.721a570e-56ea-4054-98c1-9ac2105c33ca.140325_UNC15-SN850_0358_AC3LP7ACXX_8_AGTCAA.tar.gz	4798e5d09f2d57a7d88db3fed4c7919c	7366545128	live
e5fb107a-9555-419f-84bf-2a59873104b9	UNCID_2185692.456b83a3-79b9-41ec-8745-95c57c67ab60.130108_UNC15-SN850_0251_AD1NUNACXX_7_ACAGTG.tar.gz	fb7761c2bbf2ea76f9ad7fb20516c4e1	6971989417	live
5889dc37-2b83-4fa7-926e-ea69556fb769	UNCID_2189021.468e10c6-3ce9-4334-97d4-55d91799daf9.120605_UNC11-SN627_0237_AD11WMACXX_7_GGCTAC.tar.gz	c59de461f69b0da0c4a78cf1015e8c9d	5951758999	live
1d3fbea0-9a7f-436c-aa71-366d4e11c43b	UNCID_2186541.b675a1c5-e16c-427d-9c47-1b75e8e51f4d.121015_UNC16-SN851_0188_BD157RACXX_6_TGACCA.tar.gz	5bcf52048274667d314e7406e9a9e0d7	7290965959	live
0e5edc5a-5ad4-499e-8777-ca6b6f63307f	G17491.TCGA-16-1045-01B-01R-1850-01.2.tar.gz	46db10fa4247c8a6efd6c01ecc7a9b4f	5904755492	live
9bff7746-9003-4941-9590-0b813e00b326	G17466.TCGA-06-0878-01A-01R-1849-01.2.tar.gz	020a71d69f5268e2dedd5ae000525a12	6350555020	live
8b0bed75-8b6d-4838-9ce0-425ebfe33a44	UNCID_2170313.9eaedfe9-a6f0-46e3-8961-7a222df9127c.130513_UNC14-SN744_0339_AD2677ACXX_8_GTTTCG.tar.gz	4de359bddbf6673785a95560d63c3546	5263815701	live
b9535625-504a-4fcd-b341-2985ae72508a	G17486.TCGA-27-1832-01A-01R-1850-01.2.tar.gz	baa6650387a3841fb02a929629033106	7523424152	live
7c225672-8372-4202-a749-3d8e9a0747cc	UNCID_2186517.aedec7d6-da5f-414f-b200-3b2dc7535182.121015_UNC16-SN851_0188_BD157RACXX_7_AGTCAA.tar.gz	c812e1d848f019f636975c9dcb3e2f2f	6790473282	live
6727027f-4bab-41ed-87f3-ecc7b1718ecf	G17654.TCGA-41-4097-01A-01R-1850-01.2.tar.gz	9ad1fff3a36b26628016c96c46fee494	6784257571	live
7465ea24-534f-45a3-8cd3-ad985e574bff	UNCID_2318842.bc32671c-a95d-4a44-a42a-dcc617cf68f1.131101_UNC11-SN627_0331_AC2Y1VACXX_7_TGACCA.tar.gz	7d0fddabeb48e440e58ae67c1901f8f0	8725085731	live
ea485e4a-5956-430c-8584-e14d865e3758	UNCID_2187459.11b3ce08-d237-4e4e-8656-a235d3964f8f.120904_UNC14-SN744_0268_AC10DDACXX_5_GGCTAC.tar.gz	d0d0b581f8c3d97220bf1f1e7e95045d	5989516024	live
a548db97-6d28-4dea-8334-201093a67b1e	UNCID_2319126.413a35b5-9151-44ca-85af-543683c8194b.131127_UNC12-SN629_0337_AC31CPACXX_7_AGTCAA.tar.gz	b2ce7fc110631501e78dbd7e0049438e	5820007499	live
e1b8b320-25ee-4b2c-b705-ab50c3ef5e29	G17502.TCGA-14-0871-01A-01R-1849-01.2.tar.gz	db6844907c88ac49353c3d25a77e25f2	4789798198	live
