id	filename	md5	size	state
f074bf82-e66d-461b-b3be-b3dd26cef55c	C494.TCGA-HT-7475-01A-11D-2024-08.1.bam	47dc09c0d1f002638a84a0f486c40598	10233761362	live
537ec5bd-8def-4c94-acaa-8d9886271119	C484.TCGA-06-0145-01A-01D-1490-08.6.bam	64968edb6baf85ffe7da22e8e3ed4d6f	17333424083	live
a66a721f-6ebc-49e5-8fdd-e28cd16b4ec4	C484.TCGA-06-0128-01A-01D-1490-08.4.bam	077073694b874f0e164a2802d98aa2a4	19624934052	live
140cb833-2254-44ac-8a80-769facf92692	C484.TCGA-06-0744-01A-01D-1492-08.4.bam	8659cdb70b8ad87ee77a0b05385a19c0	18102469566	live
ca7705f2-f4bf-4b4b-968e-4eb680757f39	C282.TCGA-19-1390-10C-01W-0922-08.3.bam	9c19c5ca11ea9601dd1630b7322ef891	26005522819	live
35043bec-583c-4217-a037-0e555d291334	C484.TCGA-06-0178-10B-01D-1491-08.5.bam	477afa6a68a740c207517a575e09d2d3	19923638466	live
b52d6835-4c29-4f0d-a461-4212f6fe69ba	C494.TCGA-E1-A7YH-10A-01D-A34A-08.1.bam	2235f6c43f0c4fb4bdb6475a47eb2709	9402798362	live
c745ad57-dac7-4778-8b10-78ea8f4b7442	C494.TCGA-FG-A70Z-10A-01D-A33W-08.1.bam	66c2f516f185a1b69e372878f35b92be	21359663498	live
d54aa13b-c34c-4628-93ac-a228c6fbc7e6	C484.TCGA-32-2491-01A-01D-1353-08.2.bam	56d01ad256fb541cd78b993a0c04876e	21119087693	live
b0280699-06ab-42d9-85dd-caddc87e13ff	C484.TCGA-26-5134-10A-01D-1486-08.8.bam	e1483eb6e0fc3915c0546a72c379d492	20057518156	live
92e442ab-6886-46ba-aea4-a81869fef00f	C282.TCGA-27-2528-01A-01W-0837-08.1.bam	38b59cf128b5d819aaf4f5ec5ca50079	24421899929	live
f5326e88-0d0f-4ea9-a22e-b25a8baa80a2	C282.TCGA-28-2509-10A-01W-0838-08.1.bam	0279a001e8388f46897e1fbac010a4df	22873250347	live
63ebb7ed-922b-45ee-b14f-eea5d577a965	C484.TCGA-32-2495-01A-01D-1353-08.2.bam	181ee1d9b06dfe31dd68915deed93f08	22617370187	live
599d3921-147b-4775-817c-49bcc8fab143	C484.TCGA-26-1442-01A-01D-1696-08.4.bam	a6228a737ab96d11b9b4e89fd611b83f	9378768539	live
e51e5dbb-492c-48d2-bafa-c85a620278d4	C484.TCGA-74-6573-11A-02D-1845-08.2.bam	5fc113315accc6776bf721323ce07881	13787393026	live
