project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	spectrophotometer_method	state	well_number
TARGET-ALL-P2	9557bb23-2a4a-4ed5-8a98-a59c24490fbe	TARGET-10-PANTTZ	f834dbb2-8986-4379-b36f-327a73bea604	TARGET-10-PANTTZ-09A	3878b5b7-1986-5d8c-a1f4-6df097549c72	'--	8883822d-85ef-5337-bda3-12a2058955e7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	ea7cb2da-d178-5b4c-9abe-e9a55f439d4e	TARGET-10-PASKCL	e9f21fcf-db00-555f-9ee8-3edde633e125	TARGET-10-PASKCL-09C	3ee8d081-41a1-5c7c-a13d-dce9f3bc4516	'--	3ba24c31-2806-57db-87e2-edbbebb85c3c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	ea7cb2da-d178-5b4c-9abe-e9a55f439d4e	TARGET-10-PASKCL	0c63255a-a886-59b8-a11a-43e0d2967119	TARGET-10-PASKCL-10A	1febefdf-3d7f-5bf5-a769-70f60e7c270d	'--	c1eb5549-c335-5373-8b89-32d9d54fbafa	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	ea7cb2da-d178-5b4c-9abe-e9a55f439d4e	TARGET-10-PASKCL	2815658b-1630-54ef-8793-d824306d9f16	TARGET-10-PASKCL-09B	760e7630-80a1-5129-a6b4-cf8101c97e54	'--	539fbe50-314f-53f7-9fee-58657ae0310c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	ea7cb2da-d178-5b4c-9abe-e9a55f439d4e	TARGET-10-PASKCL	2815658b-1630-54ef-8793-d824306d9f16	TARGET-10-PASKCL-09B	070785b9-3b7e-59a4-8e04-59e65202c076	'--	b84a6b2f-42a8-5af1-aaa6-27ebc4cc468c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c9e37beb-210a-5c40-9793-63ae421e2d72	TARGET-10-PARXVS	9b8e6352-bdf2-5e70-b8e3-fe41ea7de418	TARGET-10-PARXVS-10A	67e159e2-e0d0-5929-989a-e01c5c6bd96f	'--	971d6d4d-d603-5c71-82ee-b554b58e1c16	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c9e37beb-210a-5c40-9793-63ae421e2d72	TARGET-10-PARXVS	93182fc2-caf7-5618-9edd-cbd53d1cb227	TARGET-10-PARXVS-09A	0a01e14a-aaa4-58d5-a56e-5d20c8396846	'--	3624237b-fa94-5234-af3b-b12ffe50141e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c9e37beb-210a-5c40-9793-63ae421e2d72	TARGET-10-PARXVS	93182fc2-caf7-5618-9edd-cbd53d1cb227	TARGET-10-PARXVS-09A	81bcd3a6-4ccd-55d9-a3a2-97a9f49b1c8e	'--	bfc4b9fe-134a-57ac-807a-345ea36f263b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	6eb825a3-3452-517e-bc7f-9b1ea94e9f94	TARGET-10-PATFRM	9cb1b0c7-e741-5328-8481-6111558becb6	TARGET-10-PATFRM-10A	46205277-8469-5093-8bf3-730f3774973e	'--	469acc02-cf83-5167-8f0a-46fac78f5845	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	6eb825a3-3452-517e-bc7f-9b1ea94e9f94	TARGET-10-PATFRM	0ef365f7-b8bd-57d2-9f87-cefd5b749375	TARGET-10-PATFRM-09A	032c5ee9-6a02-5878-aef9-233a0684619f	'--	2a85abbe-747b-5a7b-81b4-38258fb6fc24	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	6eb825a3-3452-517e-bc7f-9b1ea94e9f94	TARGET-10-PATFRM	0ef365f7-b8bd-57d2-9f87-cefd5b749375	TARGET-10-PATFRM-09A	ce1deb6d-b29b-58ce-ad6e-5a065ff019a4	'--	0ed5c881-4769-5712-937f-16f1c6c38a83	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b9491ddd-7d48-5367-b898-3871049dcc4a	TARGET-10-PATZWA	ddc200e4-3f6a-5125-97ec-eb35d9f2bcb8	TARGET-10-PATZWA-03A	cdceaa9b-c4c9-58d5-88a4-b2d8c83af383	'--	e2fe5d92-0959-51b0-a2cc-ccbbe77a3146	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b9491ddd-7d48-5367-b898-3871049dcc4a	TARGET-10-PATZWA	ddc200e4-3f6a-5125-97ec-eb35d9f2bcb8	TARGET-10-PATZWA-03A	b9763af1-405c-5b96-855f-ba48772d66a7	'--	db4b7511-00f3-5a36-8284-e2af195c9238	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b9491ddd-7d48-5367-b898-3871049dcc4a	TARGET-10-PATZWA	54285857-7f65-5c16-9541-96b5e8878f70	TARGET-10-PATZWA-10A	07ea358d-a801-59fc-b79e-57879db801a2	'--	8651f497-ed77-51fc-a6e5-27b6527af4d1	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	b119d720-efb8-565b-9211-677212569e95	TARGET-10-PAPJIB-04A	897dbb59-06c4-5308-ad3a-06f6a0d2f438	'--	ca30fffc-5354-594f-bff6-b3b0d75257ec	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	b119d720-efb8-565b-9211-677212569e95	TARGET-10-PAPJIB-04A	a72e6713-3b29-5b42-8939-1f359cbf1807	'--	a1e5e1c2-6d9b-543d-9e9b-89eb4836fa28	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	b119d720-efb8-565b-9211-677212569e95	TARGET-10-PAPJIB-04A	10aa71cf-d80e-5857-85f9-82516be36f2c	'--	8187b296-4023-5705-b1be-021ad275dcd7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	69c9ba79-74d0-5130-af76-2232fd85f6c7	TARGET-10-PAPJIB-09A	1f5b8a3f-ce4f-5aa1-b6ce-77437ff39c8d	'--	01e53d47-ac02-5952-a7ba-c2b02d93b203	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	69c9ba79-74d0-5130-af76-2232fd85f6c7	TARGET-10-PAPJIB-09A	1a640cf4-35a7-54d5-92d8-9345a5e2400f	'--	da68b223-ddf8-5d8f-b43f-fc264a9284f7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	69c9ba79-74d0-5130-af76-2232fd85f6c7	TARGET-10-PAPJIB-09A	fb592270-5c28-5697-8720-83973fb331dd	'--	620c32ae-590d-5cc2-be1f-e8f26f036fbf	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	39fe49f1-dfce-5ef2-ae77-6e808b8b8ca9	TARGET-10-PAPJIB-14A	f6ad3174-9d0a-541f-80c1-a03d6daa8379	'--	0b75a8e5-2c28-500d-bb11-edee923bb86b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	39fe49f1-dfce-5ef2-ae77-6e808b8b8ca9	TARGET-10-PAPJIB-14A	3ad695b0-da7f-590b-8e72-03db0516586e	'--	6d77a898-3e39-58fb-9162-ebf0916ad1ab	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	4b2d7fef-9a91-5780-be3e-6c3e76b3f94f	TARGET-10-PAPJIB	75754495-8461-551b-a808-3e02e4b6df4d	TARGET-10-PAPJIB-03A	bd74a64c-5328-5b24-bae7-8aa2eade2e45	'--	937e41c8-d6d5-5c2a-80ca-ef61f2331955	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	e1eac7c2-79ae-51b6-b6fe-38d3fc2ac679	TARGET-10-PARMXF-09A	21523c07-18a7-575e-98d0-e16cf08d7c9e	'--	9536234d-d8b9-5cf9-bb1d-024f7177f785	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	e1eac7c2-79ae-51b6-b6fe-38d3fc2ac679	TARGET-10-PARMXF-09A	78227342-6e04-5f94-b812-65efee04d827	'--	5ef503df-6ef6-5b5d-a02d-44d1e7aa9ff1	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	e1eac7c2-79ae-51b6-b6fe-38d3fc2ac679	TARGET-10-PARMXF-09A	a5b58a84-c827-5454-aa16-d96e04d31853	'--	7be5b173-e600-5caa-853d-d7d54aa62558	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	30c1791c-39f4-5d26-b49f-55dd4a34e004	TARGET-10-PARMXF-40A	0660bec8-111a-52af-9c6d-a5b48ef4b0c1	'--	cbbb8971-f19b-598b-93e4-11dd07410b72	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	30c1791c-39f4-5d26-b49f-55dd4a34e004	TARGET-10-PARMXF-40A	80d12244-9887-5c9f-9bbb-b96fb983834e	'--	a3858962-0141-51b0-a91e-3c6997105aab	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	a8a888d6-2fbb-57ec-827e-396f0535bbef	TARGET-10-PARMXF-04A	f3212bba-7baf-5a0e-b9de-fee639d700ee	'--	8b2d8829-9a30-5123-aa9e-37b8125156da	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	a8a888d6-2fbb-57ec-827e-396f0535bbef	TARGET-10-PARMXF-04A	4dc94926-9363-5d98-a18a-24878bb38709	'--	8e6ab738-9dc9-5da9-bd5f-22194af97ff6	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	64830bb8-c2c5-57f5-90b9-cf217299b58b	TARGET-10-PARMXF-10A	2136ad54-1017-5ab0-a7ae-fd37f419178e	'--	53e7ab62-fd32-5649-a2b4-7189dfc5379d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	c00c38b7-b7a1-505e-ab88-1813c03805f1	TARGET-10-PARMXF-14A	7ba9ab0b-5eb7-56e2-99bb-3e5318fd90cd	'--	0bc4b450-61d1-52a1-b089-091402be0837	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	b2d0f3ce-1871-5c87-9824-8942cf29b10e	TARGET-10-PARMXF	0555a8da-1cc1-5e93-9304-bc8c35bc6482	TARGET-10-PARMXF-03A	34c119ea-6da8-5df1-865b-4577b5362c0f	'--	bda90b21-b66c-5d94-8d07-401d58f61cc6	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	05cce21f-d974-598d-bba9-4d3a25dcd2a5	TARGET-10-PATHWV	1d43c520-1f6f-5473-91ba-901f6cbab35a	TARGET-10-PATHWV-10A	49d30786-0bd7-5a97-aa04-2d8489770434	'--	0220b0e7-057c-5f0b-b6fa-4e73af39760a	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	05cce21f-d974-598d-bba9-4d3a25dcd2a5	TARGET-10-PATHWV	b72d0f24-d3a3-5058-93f6-c1ff3fee5e0a	TARGET-10-PATHWV-09A	8cbd8c1a-ada3-5f08-b327-67c98909934d	'--	a56a0078-6965-58b5-8246-e2b81e7dcec0	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	05cce21f-d974-598d-bba9-4d3a25dcd2a5	TARGET-10-PATHWV	b72d0f24-d3a3-5058-93f6-c1ff3fee5e0a	TARGET-10-PATHWV-09A	d34dfeb6-5390-52dc-98c2-4dce056a166a	'--	09b93032-10aa-5b3a-af93-e035910e665b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	856e8828-e335-5a74-9afd-64376c43d40d	TARGET-10-PANKRG	3ec86190-e3f4-5911-9370-f671895cae86	TARGET-10-PANKRG-03A	dd8c3bbf-e5a2-571a-a565-3834219352bc	'--	ef9d5d82-ec62-52be-8836-1ddeb8e74159	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	856e8828-e335-5a74-9afd-64376c43d40d	TARGET-10-PANKRG	3ec86190-e3f4-5911-9370-f671895cae86	TARGET-10-PANKRG-03A	12fdede9-3c9e-58c4-810f-6d1af115675d	'--	d55b3ffb-bf1c-50d2-966c-0a022860f466	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	856e8828-e335-5a74-9afd-64376c43d40d	TARGET-10-PANKRG	b97ec2a7-87b9-558b-9506-d354fe2b1406	TARGET-10-PANKRG-14A	625bdaac-dea3-59bd-b586-c32277a9e4cd	'--	900b75a3-979c-59bf-b561-529f5a4745e4	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	567e21d8-f41e-52b5-b92a-1ee5dcafa10a	TARGET-10-PARSJG	16d673bf-a564-51c2-9335-c3e21589d633	TARGET-10-PARSJG-09A	006f795b-c2e1-5775-96ad-c4d65f3ea577	'--	5139bfd5-ee73-5abb-bc76-70fe7264eb11	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	567e21d8-f41e-52b5-b92a-1ee5dcafa10a	TARGET-10-PARSJG	16d673bf-a564-51c2-9335-c3e21589d633	TARGET-10-PARSJG-09A	befecc3e-95c3-5063-9bfb-c906cd5a7244	'--	d10a97fa-0a6a-55b4-a945-25cda5c22918	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	567e21d8-f41e-52b5-b92a-1ee5dcafa10a	TARGET-10-PARSJG	b6ea335c-bf0f-5c9b-8dd9-79dffdfa6c8a	TARGET-10-PARSJG-10A	c80aded1-994c-5f08-9621-86d767d20ee1	'--	af8d8e37-7c40-5231-9b27-095b05322692	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	d93e9af6-b046-5b1a-887d-b6b0411a6874	TARGET-10-PASYWF	52058e1f-36a1-5196-a239-4d6b6a8dfc4e	TARGET-10-PASYWF-10A	ea9b33ab-6e44-5f2f-92ba-05d34a27f8cd	'--	9aee0a82-b53f-51bf-b6d3-5a98ac66cf50	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	d93e9af6-b046-5b1a-887d-b6b0411a6874	TARGET-10-PASYWF	5e170b65-a408-5e5e-988b-d654f6056b7e	TARGET-10-PASYWF-03A	eb25988e-8e2b-5d85-bf66-3543fcc02ddb	'--	c195d35a-c783-5437-afcc-570b6ca2caa2	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	d93e9af6-b046-5b1a-887d-b6b0411a6874	TARGET-10-PASYWF	5e170b65-a408-5e5e-988b-d654f6056b7e	TARGET-10-PASYWF-03A	f8e93883-097a-5a43-9816-716ef4dc6787	'--	b09e663f-6e44-5440-bd9b-f6a6cb160b48	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	cdac0e52-fc6a-59c7-8d4c-96d77236c335	TARGET-10-PATMYZ	591e0aee-0790-5c66-9857-ea361639445f	TARGET-10-PATMYZ-10A	f82f4e56-d2ae-561f-9e8c-4a1f654bc852	'--	f2b31017-7f3f-5ec0-a9c4-6e181e15d24e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	cdac0e52-fc6a-59c7-8d4c-96d77236c335	TARGET-10-PATMYZ	c1dfd4ff-7f6d-54ba-b3cd-4f3aaa76b501	TARGET-10-PATMYZ-09A	dc8e1622-9e4a-5eaf-b1e8-2caac65c3fe7	'--	f98339f4-4794-53ce-b7dc-26184263c19b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	cdac0e52-fc6a-59c7-8d4c-96d77236c335	TARGET-10-PATMYZ	c1dfd4ff-7f6d-54ba-b3cd-4f3aaa76b501	TARGET-10-PATMYZ-09A	14728bdb-ed0f-5339-9060-609794fd5c2f	'--	156959a8-7568-5aca-b34a-1c7c19f48388	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	0307b7ec-0d8c-533e-bb0c-eb08a0a59cc7	TARGET-10-PARHBI	e6afab7f-cfa8-5a2d-bda0-bee94a49e584	TARGET-10-PARHBI-10A	7bb543cf-a618-5198-bf46-6b3fe4f3c9c6	'--	225b5e1e-229e-54f2-9b0d-b57be0170ddb	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	0307b7ec-0d8c-533e-bb0c-eb08a0a59cc7	TARGET-10-PARHBI	781166f4-b6b4-5c51-bae9-1f62c8b1ef3c	TARGET-10-PARHBI-09A	0bcbd320-8e0c-54bf-a235-94867f3e9d63	'--	f15b819d-fcd2-51fd-919d-8d74999c4a93	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	0307b7ec-0d8c-533e-bb0c-eb08a0a59cc7	TARGET-10-PARHBI	781166f4-b6b4-5c51-bae9-1f62c8b1ef3c	TARGET-10-PARHBI-09A	d707fc3a-f4a6-53e9-9b66-c0083907ce93	'--	fdf87f75-e847-5754-8f80-62a144981539	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	be49db01-ee3f-5de1-beb9-371ff73de66e	TARGET-10-PATBRV	f09d7891-485e-5923-a5e6-6eb9a649e6fe	TARGET-10-PATBRV-10A	895afae1-f781-5db9-8ab2-ccf48cbe85f9	'--	38e8958c-ab0b-51fa-9dff-e3a4a3855c5b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	be49db01-ee3f-5de1-beb9-371ff73de66e	TARGET-10-PATBRV	f870d508-b7f0-5f5e-8088-dcbaed04ec03	TARGET-10-PATBRV-09A	57e2755b-1c38-5493-b618-8b67d6e012a8	'--	a37d0bb6-cb8b-59ee-9326-d1b7ea01b0a5	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	be49db01-ee3f-5de1-beb9-371ff73de66e	TARGET-10-PATBRV	f870d508-b7f0-5f5e-8088-dcbaed04ec03	TARGET-10-PATBRV-09A	1b830778-0c69-5781-871c-d5fc2a18fad3	'--	5506f15f-5e81-5733-9012-260736a3a4f7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	2937b946-e349-529e-b1b9-f307d93c624f	TARGET-10-PAPHPX	eac42d4d-371c-5b60-adfc-fa824fade499	TARGET-10-PAPHPX-10A	410c982f-1828-5ee6-9959-d4e720605b2c	'--	5102aea4-80b3-5c49-9a25-cb3ce110ba94	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	2937b946-e349-529e-b1b9-f307d93c624f	TARGET-10-PAPHPX	63ebfe87-0363-4e98-bd92-f786a6fafa03	TARGET-10-PAPHPX-03B	fbf2063a-58b9-598d-81be-8476cf9ae1db	'--	ef4d43dc-b2c4-56a4-961e-e52623ab4281	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	2937b946-e349-529e-b1b9-f307d93c624f	TARGET-10-PAPHPX	ed5cdc04-cd55-4610-acb3-e84776f3b0f9	TARGET-10-PAPHPX-14A	b729132a-2d34-5a16-8234-7c7027de52eb	'--	a944b843-d310-5528-baa0-442707f5bce8	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	2937b946-e349-529e-b1b9-f307d93c624f	TARGET-10-PAPHPX	33faa89c-e227-4c2f-b375-534a6cb9e756	TARGET-10-PAPHPX-03A	a91a1698-b0d2-5558-a862-b2e8b98c6c2b	'--	bad2028a-c7ce-581f-90fc-33b2ae46c190	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	2937b946-e349-529e-b1b9-f307d93c624f	TARGET-10-PAPHPX	3290a657-19b9-582f-b7fd-5e71d69db4cd	TARGET-10-PAPHPX-09A	c8da4dc4-50b3-500e-b456-e0b7c909a816	'--	6067cbc9-00cc-556b-93f7-4a69f83732e0	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	ff5fff5d-61c3-52ca-ad2b-cb0157b8d5f1	TARGET-10-PARUBK-10A	a515a7fb-e55e-5b7e-b9c0-eed85c2a708b	'--	e760210f-07fc-58cc-bf7c-4a91ff1b4553	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	2b9a9ab9-5b9e-514f-b989-fbf06b14dd7a	TARGET-10-PARUBK-09A	ef60e35b-9f1c-570e-bee6-c7d560f3983b	'--	53a3f9a3-830e-5702-8b53-830f08675d0e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	e82407aa-e9c4-565f-8c87-96dddc12eb0f	TARGET-10-PARUBK-14A	11c17934-0aca-5b23-8e1d-0340673a92a3	'--	609a6f56-4066-594a-a3f0-82a08c2d3671	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	199a5b8e-5d74-5771-86e1-0248b4dfb3e8	TARGET-10-PARUBK-03A	00fa10cc-66bb-5183-b2ee-08b79c0f3683	'--	c83df63a-6cdc-5ff9-8a88-5280a1deb105	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	199a5b8e-5d74-5771-86e1-0248b4dfb3e8	TARGET-10-PARUBK-03A	50a858c1-c45a-5313-b488-409a0c8ac57b	'--	14a5e383-df70-5650-b303-f8027235af5e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	c2a1245e-ef8e-5df3-bc2c-92ee6a60ef83	TARGET-10-PARUBK	199a5b8e-5d74-5771-86e1-0248b4dfb3e8	TARGET-10-PARUBK-03A	72ddb7ad-be0f-5668-8e11-13fdf8988282	'--	df08ccf0-2784-5caa-afd0-c384abf9312f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	091b6831-a650-5005-94d7-21bb9303691d	TARGET-10-PARSZH-09A	8a5d4ae3-a591-57c7-af4e-f3f06efa0b57	'--	9f646b40-06d9-528d-be4f-6658d0854c3e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	091b6831-a650-5005-94d7-21bb9303691d	TARGET-10-PARSZH-09A	b44828b2-95c5-5b08-a551-960b13213b82	'--	7ac17ad9-3521-5d9d-b4ce-6bddb80d4e26	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	091b6831-a650-5005-94d7-21bb9303691d	TARGET-10-PARSZH-09A	cd7cbaa6-70b6-52d0-a96c-b57b1b9865c9	'--	4018e875-2660-5c25-983b-8ac764d064bc	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	be37cf9c-8c9d-51c8-b7d6-c5aef88405af	TARGET-10-PARSZH-14A	1945e76c-7534-56db-80b2-622ac2af84ac	'--	b9aaadd9-6065-5b43-b00e-60e384bb5ecd	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	be37cf9c-8c9d-51c8-b7d6-c5aef88405af	TARGET-10-PARSZH-14A	e0ad1cd9-c965-5eda-b735-7130c8d85294	'--	5f6c23ec-9712-5ff3-9fb0-0153bdcbb599	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
TARGET-ALL-P2	19acb3e5-eda3-5e49-af1e-8d9e3903a72a	TARGET-10-PARSZH	529a3d25-d1a1-5876-9416-e844394731fc	TARGET-10-PARSZH-04A	c0dc9a4a-15ab-51f9-a500-a604235fc316	'--	2c5627c0-2ef3-5118-bfff-4cdb11eb6066	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
