  ,Paired Raw R1 Read Count,Trimmed R1 Read Count,Trimmed % R1 Read Count,hg38 aligned Count,hg38 aligned %
CS-4938-01B-11R-1896-07+1,69973581,69196032,98.88,135647237,98.01
CS-4941-01A-01R-1470-07+1,69695383,68691305,98.55,134793463,98.11
CS-4942-01A-01R-1470-07+1,70129627,69168068,98.62,136008781,98.31
CS-4943-01A-01R-1470-07+1,74494966,73409318,98.54,144528743,98.44
CS-4944-01A-01R-1470-07+1,63086943,62286677,98.73,122750986,98.53
CS-5390-01A-02R-1470-07+1,69947326,69092239,98.77,135512938,98.06
CS-5393-01A-01R-1470-07+1,66260420,65508983,98.86,127841882,97.57
CS-5394-01A-01R-1470-07+1,74034764,73189295,98.85,142497323,97.34
CS-5395-01A-01R-1470-07+1,66559473,65804335,98.86,128684405,97.77
CS-5396-01A-02R-1470-07+1,81360426,80169383,98.53,157013403,97.92
CS-5397-01A-01R-1896-07+1,70768778,69563090,98.29,136347092,98.00
CS-6186-01A-12R-2027-07+1,48910022,48240725,98.63,94448649,97.89
CS-6188-01A-11R-1896-07+1,65173257,64254596,98.59,126102985,98.12
CS-6290-01A-11R-1708-07+1,66019700,65145137,98.67,128141161,98.35
CS-6665-01A-11R-1896-07+1,72049261,71213511,98.84,139371459,97.85
CS-6666-01A-11R-1896-07+1,59828532,59234670,99.00,115897071,97.82
CS-6667-01A-12R-2027-07+1,79275309,78315460,98.78,154518169,98.65
CS-6668-01A-11R-1896-07+1,71349664,70559506,98.89,137664943,97.55
CS-6669-01A-11R-1896-07+1,68651152,67901394,98.90,132778787,97.77
CS-6670-01A-11R-1896-07+1,72649224,71859879,98.91,141055439,98.14
DB-5270-01A-02R-1470-07+1,74991391,73799527,98.41,144575859,97.95
DB-5273-01A-01R-1470-07+1,65621834,64617126,98.46,127253483,98.46
DB-5274-01A-01R-1470-07+1,52677722,51933015,98.58,102121872,98.32
DB-5275-01A-01R-1470-07+1,74663553,73598427,98.57,144724399,98.32
DB-5276-01A-01R-1470-07+1,66663896,65915375,98.87,128527466,97.49
DB-5277-01A-01R-1470-07+1,66800883,65725473,98.39,128800373,97.98
DB-5278-01A-01R-1470-07+1,78240653,77343630,98.85,150916148,97.56
DB-5279-01A-03R-2347-07+1,82956742,81980096,98.82,161361978,98.41
DB-5280-01A-01R-1470-07+1,71061642,70074325,98.61,137633918,98.20
DB-5281-01A-01R-1470-07+1,83229658,82163015,98.71,160906543,97.91
DB-A4X9-01A-11R-A26U-07+1,47348956,46616812,98.45,91467859,98.10
DB-A4XA-01A-11R-A26U-07+1,48389023,47671937,98.51,93509782,98.07
DB-A4XB-01A-11R-A26U-07+1,42027574,41539070,98.83,81432794,98.01
DB-A4XC-01A-11R-A26U-07+1,39717970,39234926,98.78,77017414,98.14
DB-A4XD-01A-11R-A27Q-07+1,52706101,51624080,97.94,101660368,98.46
DB-A4XE-01A-11R-A27Q-07+1,52855182,51531263,97.49,101719725,98.69
DB-A4XF-01A-11R-A27Q-07+1,55852572,54468213,97.52,107349369,98.54
DB-A4XG-01A-11R-A27Q-07+1,66146491,64537826,97.56,127233849,98.57
DB-A4XH-01A-11R-A27Q-07+1,59548523,58269841,97.85,114739997,98.45
DB-A64L-01A-11R-A29R-07+1,55024503,54079182,98.28,105923620,97.93
DB-A64O-01A-11R-A29R-07+1,50562550,49636771,98.16,97511042,98.22
DB-A64P-01A-11R-A29R-07+1,61417866,60366716,98.28,117882537,97.63
DB-A64Q-01A-11R-A29R-07+1,57221383,56150225,98.12,110052548,97.99
DB-A64R-01A-11R-A29R-07+1,51454758,50510510,98.16,98292601,97.29
DB-A64S-01A-11R-A29R-07+1,53005544,52065833,98.22,102044560,97.99
DB-A64U-01A-11R-A29R-07+1,64496798,63301269,98.14,124212811,98.11
DB-A64V-01A-11R-A29R-07+1,62492697,61157242,97.86,120009283,98.11
DB-A64W-01A-11R-A29R-07+1,51718447,50655371,97.94,99048326,97.76
DB-A64X-01A-11R-A29R-07+1,55873741,54718585,97.93,107484505,98.21
DB-A75K-01A-11R-A32Q-07+1,64655425,62641544,96.88,121296437,96.81
DB-A75L-01A-11R-A32Q-07+1,67544566,65153297,96.45,128708427,98.77
DB-A75M-01A-11R-A32Q-07+1,63144641,61903720,98.03,120142240,97.03
DB-A75O-01A-11R-A32Q-07+1,49534876,48611404,98.13,94605256,97.30
DB-A75P-01A-11R-A32Q-07+1,63859431,62623840,98.06,121630435,97.11
DH-5140-01A-01R-1470-07+1,69822269,68597436,98.24,134602732,98.11
DH-5141-01A-01R-1470-07+1,74760992,73646223,98.50,144490610,98.09
DH-5142-01A-01R-1470-07+1,66421597,65699719,98.91,128580600,97.85
DH-5143-01A-01R-1470-07+1,70515019,69698466,98.84,136576414,97.97
DH-5144-01A-01R-1470-07+1,76218744,75323452,98.82,147644469,98.00
DH-A669-01A-12R-A31N-07+1,80129620,78904421,98.47,155182004,98.33
DH-A669-02A-11R-A31N-07+1,58731277,57802928,98.41,114167279,98.75
DH-A66B-01A-11R-A29R-07+1,58783855,57663499,98.09,113028289,98.00
DH-A66D-01A-11R-A31N-07+1,64511436,63262206,98.06,122799042,97.05
DH-A66F-01A-11R-A29R-07+1,56866233,55753791,98.04,109383078,98.09
DH-A66G-01A-21R-A31N-07+1,57337136,56017854,97.69,110476294,98.60
DH-A7UR-01A-11R-A33Z-07+1,64181159,62748507,97.76,123945349,98.76
DH-A7US-01A-11R-A33Z-07+1,63273274,61798522,97.66,122183905,98.85
DH-A7UT-01A-12R-A34F-07+1,49108147,47178321,96.07,93295480,98.87
DH-A7UU-01A-12R-A34F-07+1,62138420,60363125,97.14,119251648,98.77
DH-A7UV-01A-12R-A34F-07+1,75303496,73113695,97.09,144460855,98.79
DU-5847-01A-11R-1708-07+1,77002922,75937639,98.61,148931760,98.06
DU-5849-01A-11R-1708-07+1,84003491,82904595,98.69,162940328,98.26
DU-5851-01A-13R-1896-07+1,78098614,77148665,98.78,150630937,97.62
DU-5852-01A-11R-1708-07+1,71068474,70104980,98.64,137334702,97.94
DU-5853-01A-11R-1896-07+1,69003088,67937093,98.45,133439438,98.20
DU-5854-01A-11R-1708-07+1,67675485,66608718,98.42,130888071,98.25
DU-5855-01A-11R-1708-07+1,73110635,72018516,98.50,141406608,98.17
DU-5870-01A-11R-1708-07+1,72704672,71811726,98.77,140849019,98.06
DU-5870-02A-12R-A36H-07+1,66776651,65478861,98.05,129507542,98.89
DU-5871-01A-12R-1708-07+1,69338958,68235896,98.40,133916436,98.12
DU-5872-01A-11R-1708-07+1,82842373,81857874,98.81,159987894,97.72
DU-5872-02A-21R-A36H-07+1,53129232,52143708,98.14,103017245,98.78
DU-5874-01A-11R-1708-07+1,83498305,82209927,98.45,161152560,98.01
DU-6392-01A-11R-1708-07+1,86912840,85771689,98.68,168089169,97.98
DU-6393-01A-11R-1708-07+1,95920376,94599008,98.62,185709214,98.15
DU-6394-01A-11R-1708-07+1,86846809,85783955,98.77,168421767,98.16
DU-6395-01A-13R-1708-07+1,78483591,77468832,98.70,152285000,98.28
DU-6396-01A-11R-1708-07+1,74683878,73564053,98.50,144457276,98.18
DU-6397-01A-11R-1708-07+1,68028872,66963177,98.43,131239600,97.99
DU-6397-02A-12R-A36H-07+1,55658372,54562296,98.03,108025113,98.99
DU-6399-01A-12R-1708-07+1,74005133,73171019,98.87,143686494,98.18
DU-6400-01A-12R-1708-07+1,91754420,90518151,98.65,176932303,97.73
DU-6401-01A-11R-1708-07+1,72453216,71556974,98.76,140752790,98.35
DU-6402-01A-11R-1708-07+1,76839467,75954184,98.84,148870026,97.99
DU-6403-01A-11R-1708-07+1,69025113,68171121,98.76,133738325,98.09
DU-6404-01A-11R-1708-07+1,87586477,86565207,98.83,169902379,98.13
DU-6404-02A-21R-A36H-07+1,75630989,74366681,98.32,147167745,98.94
DU-6404-02B-11R-A36H-07+1,71224808,69717679,97.88,137971241,98.94
DU-6405-01A-11R-1708-07+1,69513994,68517281,98.56,134123961,97.87
DU-6406-01A-11R-1708-07+1,72390683,71405826,98.63,139958727,98.00
DU-6407-01A-13R-1708-07+1,65951105,65186693,98.84,128104860,98.25
DU-6407-02A-12R-A36H-07+1,55612674,54491100,97.98,107897430,99.00
DU-6407-02B-11R-A36H-07+1,82337901,80659646,97.96,159652527,98.96
DU-6408-01A-11R-1708-07+1,65728146,64993074,98.88,127363291,97.98
DU-6410-01A-11R-1896-07+1,76202223,75402736,98.95,147025911,97.49
DU-6542-01A-11R-1896-07+1,59675682,59045445,98.94,115447470,97.76
DU-7006-01A-11R-2027-07+1,79043273,78075493,98.77,153803966,98.49
DU-7007-01A-11R-2027-07+1,76070817,75066442,98.67,147684597,98.36
DU-7008-01A-11R-2027-07+1,93578013,92330501,98.66,182218927,98.67
DU-7009-01A-11R-2027-07+1,84186833,82966500,98.55,163256664,98.38
DU-7010-01A-11R-2027-07+1,80739876,79447109,98.39,156188781,98.29
DU-7011-01A-11R-2027-07+1,78377131,76999922,98.24,151876736,98.62
DU-7012-01A-11R-2027-07+1,74839991,73807217,98.62,145314432,98.44
DU-7013-01A-11R-2027-07+1,97088325,95724983,98.59,188756752,98.59
DU-7014-01A-11R-2027-07+1,93612103,91973542,98.24,181111008,98.45
DU-7015-01A-11R-2027-07+1,88566679,87121762,98.36,171411059,98.37
DU-7018-01A-11R-2027-07+1,101182128,99919881,98.75,196533243,98.34
DU-7019-01A-11R-2027-07+1,78751820,77698111,98.66,153054456,98.49
DU-7290-01A-11R-2027-07+1,72228942,71284030,98.69,140621039,98.63
DU-7292-01A-11R-2027-07+1,79698472,78715505,98.76,155394509,98.70
DU-7294-01A-11R-2027-07+1,74384975,73403814,98.68,144828050,98.65
DU-7298-01A-11R-2027-07+1,79322895,78298629,98.70,154156209,98.44
DU-7299-01A-21R-2027-07+1,89960003,88776424,98.68,174987526,98.55
DU-7300-01A-21R-2090-07+1,76194710,75192967,98.68,148414407,98.68
DU-7301-01A-11R-2090-07+1,73080343,72146339,98.72,142150305,98.51
DU-7302-01A-11R-2090-07+1,68889409,67879347,98.53,133310858,98.19
DU-7304-01A-12R-2090-07+1,77495517,76244802,98.38,150037308,98.39
DU-7304-02A-12R-A36H-07+1,44967560,44055686,97.97,87231881,99.00
DU-7306-01A-11R-2090-07+1,80589684,79543415,98.70,157102062,98.75
DU-7309-01A-11R-2090-07+1,87006206,85609854,98.39,168147476,98.20
DU-8158-01A-11R-2256-07+1,95420705,94100039,98.61,185322607,98.47
DU-8161-01A-11R-2256-07+1,83657009,82494050,98.60,162123756,98.26
DU-8162-01A-21R-2256-07+1,77532109,76637314,98.84,150679766,98.30
DU-8163-01A-11R-2256-07+1,62357456,61589860,98.76,121490500,98.62
DU-8164-01A-11R-2256-07+1,87667641,86548839,98.72,170478437,98.48
DU-8165-01A-11R-2256-07+1,56577606,55895555,98.79,109888138,98.29
DU-8166-01A-11R-2256-07+1,75963824,75015053,98.75,147755890,98.48
DU-8167-01A-11R-2256-07+1,63708373,62925204,98.77,123880984,98.43
DU-8168-01A-11R-2256-07+1,101354370,99862139,98.52,196232878,98.25
DU-A5TP-01A-11R-A28M-07+1,56895538,56121260,98.63,110110283,98.10
DU-A5TR-01A-11R-A28M-07+1,56442825,55402390,98.15,109231269,98.57
DU-A5TS-01A-11R-A28M-07+1,50492342,49674794,98.38,97493745,98.13
DU-A5TT-01A-11R-A28M-07+1,60991982,60146375,98.61,118348604,98.38
DU-A5TU-01A-11R-A28M-07+1,57875844,57084604,98.63,112666967,98.68
DU-A5TW-01A-11R-A28M-07+1,56041537,55296611,98.67,108709405,98.29
DU-A5TY-01A-11R-A28M-07+1,58242214,57390861,98.53,112994123,98.44
DU-A6S2-01A-21R-A32Q-07+1,60981786,59560492,97.66,115289698,96.78
DU-A6S3-01A-12R-A32Q-07+1,63201290,61818094,97.81,120283883,97.28
DU-A6S6-01A-21R-A32Q-07+1,53898103,52644784,97.67,102625455,97.46
DU-A6S7-01A-21R-A32Q-07+1,60566211,59081030,97.54,114840934,97.18
DU-A6S8-01A-12R-A32Q-07+1,55748868,53621290,96.18,105921355,98.76
DU-A76K-01A-11R-A33Z-07+1,84254490,81815575,97.10,161712448,98.82
DU-A76L-01A-11R-A32Q-07+1,60000651,57933347,96.55,114535775,98.85
DU-A76O-01A-11R-A32Q-07+1,59183476,57887187,97.80,112489949,97.16
DU-A76R-01A-11R-A32Q-07+1,59614961,57292904,96.10,113116888,98.71
DU-A7T6-01A-11R-A33Z-07+1,86486497,83858461,96.96,165870454,98.89
DU-A7T8-01A-21R-A34R-07+1,71973745,69807491,96.99,137942061,98.80
DU-A7TA-01A-11R-A33Z-07+1,59852845,57495299,96.06,113471834,98.67
DU-A7TB-01A-11R-A33Z-07+1,77780905,75326480,96.84,148782037,98.75
DU-A7TC-01A-21R-A34R-07+1,67396088,65192030,96.72,129084021,99.00
DU-A7TD-01A-12R-A34F-07+1,55442966,54004008,97.40,106750691,98.83
DU-A7TG-01A-21R-A34R-07+1,48591883,47261290,97.26,93164700,98.56
DU-A7TI-01A-11R-A33Z-07+1,58297612,56196216,96.39,110910134,98.68
DU-A7TJ-01A-11R-A34R-07+1,72020473,70342954,97.67,138761391,98.63
E1-5302-01A-01R-1470-07+1,65232735,64387285,98.70,126599504,98.31
E1-5303-01A-01R-1470-07+1,58604670,57648844,98.36,113292152,98.26
E1-5304-01A-01R-1470-07+1,62025074,61258349,98.76,120037830,97.97
E1-5305-01A-01R-1896-07+1,57471401,56882046,98.97,111452589,97.96
E1-5307-01A-01R-1896-07+1,65475390,64688559,98.79,127117974,98.25
E1-5311-01A-01R-1470-07+1,78981198,77876606,98.60,152904393,98.17
E1-5318-01A-01R-1470-07+1,65654902,64905869,98.85,127481896,98.20
E1-5319-01A-01R-1896-07+1,63706804,63038510,98.95,123512612,97.96
E1-5322-01A-01R-1470-07+1,84305603,83330547,98.84,163721830,98.23
E1-A7YD-01A-11R-A34F-07+1,56554387,54893187,97.06,108473391,98.80
E1-A7YE-01A-11R-A34F-07+1,78095989,75900301,97.18,149790386,98.67
E1-A7YH-01A-11R-A34F-07+1,69060524,66779822,96.69,131867302,98.73
E1-A7YI-01A-11R-A34F-07+1,66004253,63634492,96.40,125713221,98.77
E1-A7YJ-01A-11R-A34F-07+1,75647022,73096128,96.62,144454280,98.81
E1-A7YK-01A-11R-A34F-07+1,66818250,64537562,96.58,127594627,98.85
E1-A7YL-01A-11R-A34F-07+1,72065241,69600884,96.58,137430717,98.72
E1-A7YM-01A-11R-A34F-07+1,55099406,53112834,96.39,104974307,98.82
E1-A7YN-01A-11R-A34F-07+1,45756659,43920665,95.98,86815891,98.83
E1-A7YO-01A-11R-A34F-07+1,60009369,57629439,96.03,113762310,98.70
E1-A7YQ-01A-11R-A34R-07+1,64959595,63706085,98.07,125682215,98.64
E1-A7YS-01A-11R-A34F-07+1,65197600,62388463,95.69,123033530,98.60
E1-A7YU-01A-11R-A34R-07+1,58924305,57748333,98.00,113530244,98.29
E1-A7YV-01A-11R-A34R-07+1,59093656,56607176,95.79,111824871,98.77
E1-A7YW-01A-11R-A34R-07+1,59630440,57433319,96.31,113553224,98.85
E1-A7YY-01A-11R-A34R-07+1,69004135,66806088,96.81,132108938,98.87
E1-A7Z2-01A-21R-A34R-07+1,65649109,63494710,96.71,125439092,98.77
E1-A7Z3-01A-11R-A34R-07+1,55451364,54357011,98.02,107195409,98.60
E1-A7Z4-01A-11R-A34R-07+1,64989612,63548585,97.78,125545463,98.77
E1-A7Z6-01A-11R-A34R-07+1,59094102,57665870,97.58,113738494,98.61
EZ-7264-01A-11R-2027-07+1,88208883,86980268,98.60,171185699,98.40
F6-A8O3-01A-11R-A36H-07+1,89971663,88432565,98.28,175197770,99.05
F6-A8O4-01A-11R-A36H-07+1,77526483,76152140,98.22,150855732,99.04
FG-5962-01B-11R-1896-07+1,78434524,77497662,98.80,151390972,97.67
FG-5963-01A-11R-1708-07+1,74857632,73916965,98.74,145361700,98.32
FG-5963-02A-12R-A29R-07+1,50519105,49549326,98.08,97162193,98.04
FG-5964-01A-11R-1708-07+1,64374646,63685148,98.92,125449119,98.49
FG-5965-01B-11R-1896-07+1,85647680,84659508,98.84,165422156,97.69
FG-5965-02A-11R-A29R-07+1,58223152,57026519,97.94,111961995,98.16
FG-5965-02B-11R-A29R-07+1,54421776,53267701,97.87,104326442,97.92
FG-6688-01A-11R-1896-07+1,74584547,73714213,98.83,145289373,98.54
FG-6689-01A-11R-1896-07+1,82186928,81206033,98.80,159482807,98.19
FG-6690-01A-11R-1896-07+1,65376514,64481527,98.63,125897662,97.62
FG-6691-01A-11R-1896-07+1,70512038,69751533,98.92,136553909,97.88
FG-6692-01A-11R-1896-07+1,78833254,77698370,98.56,151785926,97.67
FG-7634-01A-11R-2090-07+1,76686683,75687435,98.69,148536686,98.12
FG-7636-01A-11R-2090-07+1,62565163,61681014,98.58,121360129,98.37
FG-7637-01A-11R-2090-07+1,72053815,70807824,98.27,139739491,98.67
FG-7638-01B-12R-2090-07+1,64194468,63412632,98.78,125121379,98.65
FG-7641-01B-11R-2256-07+1,59730301,59015455,98.80,115870578,98.16
FG-7643-01A-11R-2090-07+1,74113634,72905815,98.37,143758372,98.59
FG-8181-01A-11R-2256-07+1,71835779,70961461,98.78,139590390,98.35
FG-8182-01A-11R-2256-07+1,72394462,71430944,98.66,140524394,98.36
FG-8185-01A-11R-2256-07+1,88261543,86996306,98.56,171531587,98.58
FG-8186-01A-11R-2256-07+1,71710545,70818394,98.75,139460829,98.46
FG-8187-01A-11R-2256-07+1,67388595,66529927,98.72,130912750,98.38
FG-8188-01A-11R-2256-07+1,50961654,50345293,98.79,99327376,98.64
FG-8189-01B-11R-A28M-07+1,59262484,58503434,98.71,114440694,97.80
FG-8191-01A-11R-2256-07+1,75238483,74089799,98.47,145500436,98.19
FG-A4MT-01A-11R-A26U-07+1,37404472,36980539,98.86,72539382,98.07
FG-A4MT-02A-11R-A29R-07+1,57438468,56254009,97.93,110141459,97.89
FG-A4MU-01B-11R-A28M-07+1,58526820,57305929,97.91,112445988,98.11
FG-A4MW-01A-11R-A26U-07+1,38064820,37634576,98.86,73852591,98.11
FG-A4MX-01A-11R-A26U-07+1,37074551,36628291,98.79,71833794,98.05
FG-A4MY-01A-11R-A26U-07+1,40288887,39801651,98.79,78012133,98.00
FG-A60J-01A-11R-A28M-07+1,63687398,62493581,98.12,122980482,98.39
FG-A60K-01A-11R-A29R-07+1,61690781,60463151,98.01,118137162,97.69
FG-A60L-01A-12R-A31N-07+1,54229743,53053007,97.83,104707350,98.68
FG-A6IZ-01A-11R-A31N-07+1,59007292,57697681,97.78,113742235,98.56
FG-A6J1-01A-11R-A31N-07+1,54234535,53064684,97.84,104681282,98.63
FG-A6J3-01A-11R-A31N-07+1,49471373,48373919,97.78,95538208,98.74
FG-A70Y-01A-12R-A34R-07+1,64922598,63636734,98.01,125903753,98.92
FG-A70Z-01A-12R-A33Z-07+1,73549643,71235301,96.85,140870465,98.87
FG-A710-01A-12R-A33Z-07+1,69809118,68188060,97.67,134776253,98.82
FG-A711-01A-21R-A33Z-07+1,60266188,58088106,96.38,114893184,98.89
FG-A713-01A-11R-A32Q-07+1,66502411,65193439,98.03,126388326,96.93
FG-A87N-01A-11R-A36H-07+1,74403109,72224014,97.07,142945977,98.96
FG-A87Q-01A-11R-A36H-07+1,52239041,50748202,97.14,100464225,98.98
FN-7833-01A-11R-2090-07+1,68061691,67075463,98.55,131896100,98.31
HT-7467-01A-11R-2027-07+1,93201103,91925178,98.63,181103294,98.50
HT-7468-01A-11R-2027-07+1,77736237,76371306,98.24,150548722,98.56
HT-7469-01A-11R-2256-07+1,70202317,69297834,98.71,136055743,98.16
HT-7470-01A-12R-2090-07+1,81661074,80354008,98.39,158480450,98.61
HT-7471-01A-11R-2256-07+1,57936817,57285271,98.87,112858771,98.50
HT-7472-01A-11R-2027-07+1,76024167,74986648,98.63,147811807,98.55
HT-7473-01A-11R-2027-07+1,71228081,70330029,98.73,138554068,98.50
HT-7474-01A-11R-2027-07+1,77075124,75679923,98.18,149218034,98.58
HT-7475-01A-11R-2027-07+1,78011650,76579791,98.16,150704658,98.39
HT-7476-01A-11R-2027-07+1,70369737,69208621,98.34,136268054,98.44
HT-7477-01B-11R-A28M-07+1,60937363,59761034,98.06,116804203,97.72
HT-7478-01A-11R-2027-07+1,78164170,76858764,98.32,151285931,98.41
HT-7479-01A-11R-2027-07+1,73255235,72170916,98.51,142279613,98.57
HT-7480-01A-11R-2090-07+1,85759340,84403266,98.41,165375523,97.96
HT-7481-01A-11R-2027-07+1,68356239,67465044,98.69,132884089,98.48
HT-7482-01A-11R-2027-07+1,70458625,69450529,98.56,136970257,98.60
HT-7483-01A-11R-2027-07+1,71085993,70219982,98.78,138176826,98.38
HT-7485-01A-11R-2027-07+1,72524411,71406334,98.45,140871115,98.64
HT-7601-01A-11R-2090-07+1,70116452,69191071,98.68,136154589,98.39
HT-7602-01A-21R-2090-07+1,72083562,71068498,98.59,139749101,98.32
HT-7603-01A-21R-2090-07+1,77065637,76010333,98.63,150101693,98.73
HT-7604-01A-11R-2090-07+1,71662465,70759273,98.73,139495262,98.57
HT-7605-01A-11R-2090-07+1,91813580,90407994,98.46,178359460,98.64
HT-7606-01A-11R-2090-07+1,72090133,70932564,98.39,139898239,98.61
HT-7607-01A-11R-2090-07+1,78199323,77061231,98.54,151970733,98.60
HT-7608-01A-11R-2090-07+1,78324790,77246568,98.62,151692883,98.18
HT-7609-01A-11R-2090-07+1,70019271,68746704,98.18,135287847,98.39
HT-7610-01A-21R-2090-07+1,96297429,94467951,98.10,185635014,98.25
HT-7611-01A-11R-2403-07+1,79138732,78213022,98.83,154076346,98.49
HT-7616-01A-11R-2256-07+1,47551240,46997368,98.83,92466612,98.37
HT-7620-01A-11R-2256-07+1,53793484,53178787,98.85,104663651,98.40
HT-7676-01A-11R-2403-07+1,65007249,64273519,98.87,126599321,98.48
HT-7677-01A-11R-2256-07+1,83574410,82504976,98.72,162404458,98.42
HT-7680-01A-11R-2256-07+1,74504862,73593136,98.77,145306117,98.72
HT-7681-01A-11R-2403-07+1,55198230,54578340,98.87,107347895,98.34
HT-7684-01A-11R-2256-07+1,58009642,57374541,98.90,113254177,98.69
HT-7686-01A-11R-2256-07+1,67663261,66837276,98.77,131792892,98.59
HT-7687-01A-11R-2256-07+1,68956179,68124359,98.79,133945673,98.30
HT-7688-01A-11R-2256-07+1,87864647,86799865,98.78,170836711,98.40
HT-7689-01A-11R-2256-07+1,73666384,72791456,98.81,143206650,98.36
HT-7690-01A-11R-2256-07+1,79974392,79015763,98.80,155727978,98.54
HT-7691-01A-11R-2256-07+1,76340538,75314465,98.65,148561102,98.62
HT-7692-01A-12R-2256-07+1,79628418,78401160,98.45,154075651,98.26
HT-7693-01A-11R-2256-07+1,64302264,63542479,98.81,124920753,98.29
HT-7694-01A-11R-2256-07+1,76811979,75864572,98.76,149176334,98.31
HT-7695-01A-11R-2256-07+1,96945768,95587744,98.59,187756970,98.21
HT-7854-01A-11R-2256-07+1,75373880,74373974,98.67,145750186,97.98
HT-7855-01A-11R-2403-07+1,71285629,70445912,98.82,138341183,98.18
HT-7856-01A-11R-2403-07+1,85201966,83981726,98.56,165687778,98.64
HT-7857-01A-11R-2403-07+1,71262764,70261634,98.59,138688131,98.69
HT-7858-01A-11R-2403-07+1,68501337,67697625,98.82,132998943,98.23
HT-7860-01A-11R-2403-07+1,66750616,65944691,98.79,129497539,98.18
HT-7873-01B-11R-2403-07+1,78756980,77713394,98.67,152037275,97.81
HT-7874-01A-11R-2403-07+1,76873043,75865785,98.68,149167268,98.30
HT-7875-01A-11R-2403-07+1,81078582,80014231,98.68,157271212,98.27
HT-7877-01A-11R-2403-07+1,85476203,84280214,98.60,165811962,98.36
HT-7879-01A-11R-2403-07+1,77183344,76063379,98.54,150017929,98.61
HT-7880-01A-11R-2403-07+1,90978589,89655227,98.54,176514933,98.44
HT-7881-01A-11R-2403-07+1,77526107,76401961,98.54,150192882,98.29
HT-7882-01A-11R-2403-07+1,65988661,65198538,98.80,128438523,98.49
HT-7884-01B-11R-2403-07+1,75157693,74137590,98.64,145540905,98.15
HT-7902-01A-12R-2403-07+1,91993042,90687864,98.58,178405346,98.36
HT-8010-01A-11R-2403-07+1,72296963,71305760,98.62,140089602,98.23
HT-8011-01A-11R-2403-07+1,73493429,72602267,98.78,142992016,98.47
HT-8012-01A-11R-2403-07+1,82477917,81150458,98.39,159388907,98.20
HT-8013-01A-11R-2403-07+1,80650643,79505287,98.57,156836115,98.63
HT-8015-01B-11R-A28M-07+1,58969410,58209008,98.71,114276040,98.16
HT-8018-01A-11R-2404-07+1,76485097,75438883,98.63,148828614,98.64
HT-8019-01A-21R-2404-07+1,72979510,72039939,98.71,141494118,98.20
HT-8104-01A-11R-2404-07+1,79593969,78556677,98.69,154268134,98.18
HT-8105-01A-11R-2404-07+1,74354934,73305364,98.58,143578115,97.93
HT-8106-01A-11R-2404-07+1,75030995,74077796,98.72,145825118,98.42
HT-8107-01A-13R-2404-07+1,80994472,79905556,98.65,156736281,98.07
HT-8108-01A-11R-2404-07+1,68536514,67638691,98.69,132280461,97.78
HT-8109-01A-11R-2404-07+1,72095639,71182828,98.73,139215943,97.78
HT-8110-01A-11R-2404-07+1,68528242,67706084,98.80,132740385,98.02
HT-8111-01A-11R-2404-07+1,74746014,73862989,98.81,144956579,98.12
HT-8113-01A-11R-2404-07+1,60202979,59222745,98.37,115932227,97.87
HT-8114-01A-11R-2404-07+1,111002992,108989764,98.18,214085751,98.21
HT-8558-01A-21R-2404-07+1,73187991,72254442,98.72,142130810,98.35
HT-8563-01A-11R-2404-07+1,73922117,73057271,98.83,143356394,98.11
HT-8564-01A-11R-2404-07+1,68287846,67411309,98.71,131504536,97.53
HT-A4DS-01A-11R-A26U-07+1,37095131,36632470,98.75,72012583,98.29
HT-A4DV-01A-11R-A26U-07+1,31090765,30723010,98.81,60268361,98.08
HT-A5R5-01A-11R-A28M-07+1,51706978,50783930,98.21,99171147,97.64
HT-A5R7-01A-11R-A28M-07+1,53540559,52842773,98.69,103748604,98.16
HT-A5R9-01A-11R-A28M-07+1,60016078,59216920,98.66,116221640,98.13
HT-A5RA-01A-11R-A28M-07+1,58539214,57821118,98.77,113354230,98.02
HT-A5RB-01A-11R-A28M-07+1,57010727,56002712,98.23,109819095,98.04
HT-A5RC-01A-11R-A28M-07+1,54779367,53874097,98.34,105613206,98.01
HT-A614-01A-11R-A29R-07+1,51072575,50034982,97.96,98045726,97.97
HT-A615-01A-11R-A29R-07+1,57745706,56682377,98.15,111055959,97.96
HT-A616-01A-11R-A29R-07+1,54646042,53547103,97.98,104849233,97.90
HT-A617-01A-11R-A29R-07+1,53984295,52947493,98.07,103863929,98.08
HT-A618-01A-11R-A29R-07+1,56472392,55355794,98.02,108567397,98.06
HT-A619-01A-11R-A29R-07+1,54768377,53711510,98.07,105002286,97.74
HT-A61A-01A-11R-A29R-07+1,55839816,54825363,98.18,107241610,97.80
HT-A61B-01A-11R-A29R-07+1,55543880,54697493,98.47,107440327,98.21
HT-A61C-01A-11R-A29R-07+1,59514126,58658014,98.56,115304698,98.28
HT-A74H-01A-11R-A32Q-07+1,61946507,59656922,96.30,117894467,98.81
HT-A74J-01A-12R-A32Q-07+1,64714895,63420177,97.99,123040312,97.00
HT-A74K-01A-11R-A32Q-07+1,49021361,47969813,97.85,93257950,97.20
HT-A74L-01A-11R-A32Q-07+1,77258958,74429931,96.33,146696118,98.54
HT-A74O-01A-11R-A32Q-07+1,58421037,57377943,98.21,111531397,97.19
HW-7486-01A-11R-2027-07+1,74132802,72977206,98.44,143873194,98.57
