  ,Paired Raw R1 Read Count,Trimmed R1 Read Count,Trimmed % R1 Read Count
DU-6403-01A-11R-1708-07+1,69025113,68171121,98.76
DU-6404-01A-11R-1708-07+1,87586477,86565207,98.83
DU-6404-02A-21R-A36H-07+1,75630989,74366681,98.32
DU-6404-02B-11R-A36H-07+1,71224808,69717679,97.88
DU-6405-01A-11R-1708-07+1,69513994,68517281,98.56
DU-6406-01A-11R-1708-07+1,72390683,71405826,98.63
DU-6407-01A-13R-1708-07+1,65951105,65186693,98.84
DU-6407-02A-12R-A36H-07+1,55612674,54491100,97.98
DU-6407-02B-11R-A36H-07+1,82337901,80659646,97.96
DU-6408-01A-11R-1708-07+1,65728146,64993074,98.88
DU-6410-01A-11R-1896-07+1,76202223,75402736,98.95
DU-6542-01A-11R-1896-07+1,59675682,59045445,98.94
DU-7006-01A-11R-2027-07+1,79043273,78075493,98.77
DU-7007-01A-11R-2027-07+1,76070817,75066442,98.67
DU-7008-01A-11R-2027-07+1,93578013,92330501,98.66
DU-7009-01A-11R-2027-07+1,84186833,82966500,98.55
DU-7010-01A-11R-2027-07+1,80739876,79447109,98.39
DU-7011-01A-11R-2027-07+1,78377131,76999922,98.24
DU-7012-01A-11R-2027-07+1,74839991,73807217,98.62
DU-7013-01A-11R-2027-07+1,97088325,95724983,98.59
DU-7014-01A-11R-2027-07+1,93612103,91973542,98.24
DU-7015-01A-11R-2027-07+1,88566679,87121762,98.36
DU-7018-01A-11R-2027-07+1,101182128,99919881,98.75
DU-7019-01A-11R-2027-07+1,78751820,77698111,98.66
DU-7290-01A-11R-2027-07+1,72228942,71284030,98.69
DU-7292-01A-11R-2027-07+1,79698472,78715505,98.76
DU-7294-01A-11R-2027-07+1,74384975,73403814,98.68
DU-7298-01A-11R-2027-07+1,79322895,78298629,98.70
DU-7299-01A-21R-2027-07+1,89960003,88776424,98.68
DU-7300-01A-21R-2090-07+1,76194710,75192967,98.68
DU-7301-01A-11R-2090-07+1,73080343,72146339,98.72
DU-7302-01A-11R-2090-07+1,68889409,67879347,98.53
DU-7304-01A-12R-2090-07+1,77495517,76244802,98.38
DU-7304-02A-12R-A36H-07+1,44967560,44055686,97.97
DU-7306-01A-11R-2090-07+1,80589684,79543415,98.70
DU-7309-01A-11R-2090-07+1,87006206,85609854,98.39
DU-8158-01A-11R-2256-07+1,95420705,94100039,98.61
DU-8161-01A-11R-2256-07+1,83657009,82494050,98.60
DU-8162-01A-21R-2256-07+1,77532109,76637314,98.84
DU-8163-01A-11R-2256-07+1,62357456,61589860,98.76
DU-8164-01A-11R-2256-07+1,87667641,86548839,98.72
DU-8165-01A-11R-2256-07+1,56577606,55895555,98.79
DU-8166-01A-11R-2256-07+1,75963824,75015053,98.75
DU-8167-01A-11R-2256-07+1,63708373,62925204,98.77
DU-8168-01A-11R-2256-07+1,101354370,99862139,98.52
DU-A5TP-01A-11R-A28M-07+1,56895538,56121260,98.63
DU-A5TR-01A-11R-A28M-07+1,56442825,55402390,98.15
DU-A5TS-01A-11R-A28M-07+1,50492342,49674794,98.38
DU-A5TT-01A-11R-A28M-07+1,60991982,60146375,98.61
DU-A5TU-01A-11R-A28M-07+1,57875844,57084604,98.63
DU-A5TW-01A-11R-A28M-07+1,56041537,55296611,98.67
DU-A5TY-01A-11R-A28M-07+1,58242214,57390861,98.53
DU-A6S2-01A-21R-A32Q-07+1,60981786,59560492,97.66
DU-A6S3-01A-12R-A32Q-07+1,63201290,61818094,97.81
DU-A6S6-01A-21R-A32Q-07+1,53898103,52644784,97.67
DU-A6S7-01A-21R-A32Q-07+1,60566211,59081030,97.54
DU-A6S8-01A-12R-A32Q-07+1,55748868,53621290,96.18
DU-A76K-01A-11R-A33Z-07+1,84254490,81815575,97.10
DU-A76L-01A-11R-A32Q-07+1,60000651,57933347,96.55
DU-A76O-01A-11R-A32Q-07+1,59183476,57887187,97.80
DU-A76R-01A-11R-A32Q-07+1,59614961,57292904,96.10
DU-A7T6-01A-11R-A33Z-07+1,86486497,83858461,96.96
DU-A7T8-01A-21R-A34R-07+1,71973745,69807491,96.99
DU-A7TA-01A-11R-A33Z-07+1,59852845,57495299,96.06
DU-A7TB-01A-11R-A33Z-07+1,77780905,75326480,96.84
DU-A7TC-01A-21R-A34R-07+1,67396088,65192030,96.72
DU-A7TD-01A-12R-A34F-07+1,55442966,54004008,97.40
DU-A7TG-01A-21R-A34R-07+1,48591883,47261290,97.26
DU-A7TI-01A-11R-A33Z-07+1,58297612,56196216,96.39
DU-A7TJ-01A-11R-A34R-07+1,72020473,70342954,97.67
E1-5302-01A-01R-1470-07+1,65232735,64387285,98.70
E1-5303-01A-01R-1470-07+1,58604670,57648844,98.36
E1-5304-01A-01R-1470-07+1,62025074,61258349,98.76
E1-5305-01A-01R-1896-07+1,57471401,56882046,98.97
E1-5307-01A-01R-1896-07+1,65475390,64688559,98.79
E1-5311-01A-01R-1470-07+1,78981198,77876606,98.60
E1-5318-01A-01R-1470-07+1,65654902,64905869,98.85
E1-5319-01A-01R-1896-07+1,63706804,63038510,98.95
E1-5322-01A-01R-1470-07+1,84305603,83330547,98.84
E1-A7YD-01A-11R-A34F-07+1,56554387,54893187,97.06
E1-A7YE-01A-11R-A34F-07+1,78095989,75900301,97.18
E1-A7YH-01A-11R-A34F-07+1,69060524,66779822,96.69
E1-A7YI-01A-11R-A34F-07+1,66004253,63634492,96.40
E1-A7YJ-01A-11R-A34F-07+1,75647022,73096128,96.62
E1-A7YK-01A-11R-A34F-07+1,66818250,64537562,96.58
E1-A7YL-01A-11R-A34F-07+1,72065241,69600884,96.58
E1-A7YM-01A-11R-A34F-07+1,55099406,53112834,96.39
E1-A7YN-01A-11R-A34F-07+1,45756659,43920665,95.98
E1-A7YO-01A-11R-A34F-07+1,60009369,57629439,96.03
E1-A7YQ-01A-11R-A34R-07+1,64959595,63706085,98.07
E1-A7YS-01A-11R-A34F-07+1,65197600,62388463,95.69
E1-A7YU-01A-11R-A34R-07+1,58924305,57748333,98.00
E1-A7YV-01A-11R-A34R-07+1,59093656,56607176,95.79
E1-A7YW-01A-11R-A34R-07+1,59630440,57433319,96.31
E1-A7YY-01A-11R-A34R-07+1,69004135,66806088,96.81
E1-A7Z2-01A-21R-A34R-07+1,65649109,63494710,96.71
E1-A7Z3-01A-11R-A34R-07+1,55451364,54357011,98.02
E1-A7Z4-01A-11R-A34R-07+1,64989612,63548585,97.78
E1-A7Z6-01A-11R-A34R-07+1,59094102,57665870,97.58
EZ-7264-01A-11R-2027-07+1,88208883,86980268,98.60
F6-A8O3-01A-11R-A36H-07+1,89971663,88432565,98.28
F6-A8O4-01A-11R-A36H-07+1,77526483,76152140,98.22
FG-5962-01B-11R-1896-07+1,78434524,77497662,98.80
FG-5963-01A-11R-1708-07+1,74857632,73916965,98.74
FG-5963-02A-12R-A29R-07+1,50519105,49549326,98.08
FG-5964-01A-11R-1708-07+1,64374646,63685148,98.92
FG-5965-01B-11R-1896-07+1,85647680,84659508,98.84
FG-5965-02A-11R-A29R-07+1,58223152,57026519,97.94
FG-5965-02B-11R-A29R-07+1,54421776,53267701,97.87
FG-6688-01A-11R-1896-07+1,74584547,73714213,98.83
FG-6689-01A-11R-1896-07+1,82186928,81206033,98.80
FG-6690-01A-11R-1896-07+1,65376514,64481527,98.63
FG-6691-01A-11R-1896-07+1,70512038,69751533,98.92
FG-6692-01A-11R-1896-07+1,78833254,77698370,98.56
FG-7634-01A-11R-2090-07+1,76686683,75687435,98.69
FG-7636-01A-11R-2090-07+1,62565163,61681014,98.58
FG-7637-01A-11R-2090-07+1,72053815,70807824,98.27
FG-7638-01B-12R-2090-07+1,64194468,63412632,98.78
FG-7641-01B-11R-2256-07+1,59730301,59015455,98.80
FG-7643-01A-11R-2090-07+1,74113634,72905815,98.37
FG-8181-01A-11R-2256-07+1,71835779,70961461,98.78
FG-8182-01A-11R-2256-07+1,72394462,71430944,98.66
FG-8185-01A-11R-2256-07+1,88261543,86996306,98.56
FG-8186-01A-11R-2256-07+1,71710545,70818394,98.75
FG-8187-01A-11R-2256-07+1,67388595,66529927,98.72
FG-8188-01A-11R-2256-07+1,50961654,50345293,98.79
FG-8189-01B-11R-A28M-07+1,59262484,58503434,98.71
FG-8191-01A-11R-2256-07+1,75238483,74089799,98.47
FG-A4MT-01A-11R-A26U-07+1,37404472,36980539,98.86
FG-A4MT-02A-11R-A29R-07+1,57438468,56254009,97.93
FG-A4MU-01B-11R-A28M-07+1,58526820,57305929,97.91
FG-A4MW-01A-11R-A26U-07+1,38064820,37634576,98.86
FG-A4MX-01A-11R-A26U-07+1,37074551,36628291,98.79
FG-A4MY-01A-11R-A26U-07+1,40288887,39801651,98.79
FG-A60J-01A-11R-A28M-07+1,63687398,62493581,98.12
FG-A60K-01A-11R-A29R-07+1,61690781,60463151,98.01
FG-A60L-01A-12R-A31N-07+1,54229743,53053007,97.83
FG-A6IZ-01A-11R-A31N-07+1,59007292,57697681,97.78
FG-A6J1-01A-11R-A31N-07+1,54234535,53064684,97.84
FG-A6J3-01A-11R-A31N-07+1,49471373,48373919,97.78
FG-A70Y-01A-12R-A34R-07+1,64922598,63636734,98.01
FG-A70Z-01A-12R-A33Z-07+1,73549643,71235301,96.85
FG-A710-01A-12R-A33Z-07+1,69809118,68188060,97.67
FG-A711-01A-21R-A33Z-07+1,60266188,58088106,96.38
FG-A713-01A-11R-A32Q-07+1,66502411,65193439,98.03
FG-A87N-01A-11R-A36H-07+1,74403109,72224014,97.07
FG-A87Q-01A-11R-A36H-07+1,52239041,50748202,97.14
FN-7833-01A-11R-2090-07+1,68061691,67075463,98.55
HT-7467-01A-11R-2027-07+1,93201103,91925178,98.63
HT-7468-01A-11R-2027-07+1,77736237,76371306,98.24
HT-7469-01A-11R-2256-07+1,70202317,69297834,98.71
HT-7470-01A-12R-2090-07+1,81661074,80354008,98.39
HT-7471-01A-11R-2256-07+1,57936817,57285271,98.87
HT-7472-01A-11R-2027-07+1,76024167,74986648,98.63
HT-7473-01A-11R-2027-07+1,71228081,70330029,98.73
HT-7474-01A-11R-2027-07+1,77075124,75679923,98.18
HT-7475-01A-11R-2027-07+1,78011650,76579791,98.16
HT-7476-01A-11R-2027-07+1,70369737,69208621,98.34
HT-7477-01B-11R-A28M-07+1,60937363,59761034,98.06
HT-7478-01A-11R-2027-07+1,78164170,76858764,98.32
HT-7479-01A-11R-2027-07+1,73255235,72170916,98.51
HT-7480-01A-11R-2090-07+1,85759340,84403266,98.41
HT-7481-01A-11R-2027-07+1,68356239,67465044,98.69
HT-7482-01A-11R-2027-07+1,70458625,69450529,98.56
HT-7483-01A-11R-2027-07+1,71085993,70219982,98.78
HT-7485-01A-11R-2027-07+1,72524411,71406334,98.45
HT-7601-01A-11R-2090-07+1,70116452,69191071,98.68
HT-7602-01A-21R-2090-07+1,72083562,71068498,98.59
HT-7603-01A-21R-2090-07+1,77065637,76010333,98.63
HT-7604-01A-11R-2090-07+1,71662465,70759273,98.73
HT-7605-01A-11R-2090-07+1,91813580,90407994,98.46
HT-7606-01A-11R-2090-07+1,72090133,70932564,98.39
HT-7607-01A-11R-2090-07+1,78199323,77061231,98.54
HT-7608-01A-11R-2090-07+1,78324790,77246568,98.62
HT-7609-01A-11R-2090-07+1,70019271,68746704,98.18
HT-7610-01A-21R-2090-07+1,96297429,94467951,98.10
HT-7611-01A-11R-2403-07+1,79138732,78213022,98.83
HT-7616-01A-11R-2256-07+1,47551240,46997368,98.83
HT-7620-01A-11R-2256-07+1,53793484,53178787,98.85
HT-7676-01A-11R-2403-07+1,65007249,64273519,98.87
HT-7677-01A-11R-2256-07+1,83574410,82504976,98.72
HT-7680-01A-11R-2256-07+1,74504862,73593136,98.77
HT-7681-01A-11R-2403-07+1,55198230,54578340,98.87
HT-7684-01A-11R-2256-07+1,58009642,57374541,98.90
HT-7686-01A-11R-2256-07+1,67663261,66837276,98.77
HT-7687-01A-11R-2256-07+1,68956179,68124359,98.79
HT-7688-01A-11R-2256-07+1,87864647,86799865,98.78
HT-7689-01A-11R-2256-07+1,73666384,72791456,98.81
HT-7690-01A-11R-2256-07+1,79974392,79015763,98.80
HT-7691-01A-11R-2256-07+1,76340538,75314465,98.65
HT-7692-01A-12R-2256-07+1,79628418,78401160,98.45
HT-7693-01A-11R-2256-07+1,64302264,63542479,98.81
HT-7694-01A-11R-2256-07+1,76811979,75864572,98.76
HT-7695-01A-11R-2256-07+1,96945768,95587744,98.59
HT-7854-01A-11R-2256-07+1,75373880,74373974,98.67
HT-7855-01A-11R-2403-07+1,71285629,70445912,98.82
HT-7856-01A-11R-2403-07+1,85201966,83981726,98.56
HT-7857-01A-11R-2403-07+1,71262764,70261634,98.59
HT-7858-01A-11R-2403-07+1,68501337,67697625,98.82
HT-7860-01A-11R-2403-07+1,66750616,65944691,98.79
HT-7873-01B-11R-2403-07+1,78756980,77713394,98.67
HT-7874-01A-11R-2403-07+1,76873043,75865785,98.68
HT-7875-01A-11R-2403-07+1,81078582,80014231,98.68
HT-7877-01A-11R-2403-07+1,85476203,84280214,98.60
HT-7879-01A-11R-2403-07+1,77183344,76063379,98.54
HT-7880-01A-11R-2403-07+1,90978589,89655227,98.54
HT-7881-01A-11R-2403-07+1,77526107,76401961,98.54
HT-7882-01A-11R-2403-07+1,65988661,65198538,98.80
HT-7884-01B-11R-2403-07+1,75157693,74137590,98.64
HT-7902-01A-12R-2403-07+1,91993042,90687864,98.58
HT-8010-01A-11R-2403-07+1,72296963,71305760,98.62
HT-8011-01A-11R-2403-07+1,73493429,72602267,98.78
HT-8012-01A-11R-2403-07+1,82477917,81150458,98.39
HT-8013-01A-11R-2403-07+1,80650643,79505287,98.57
HT-8015-01B-11R-A28M-07+1,58969410,58209008,98.71
HT-8018-01A-11R-2404-07+1,76485097,75438883,98.63
HT-8019-01A-21R-2404-07+1,72979510,72039939,98.71
HT-8104-01A-11R-2404-07+1,79593969,78556677,98.69
HT-8105-01A-11R-2404-07+1,74354934,73305364,98.58
HT-8106-01A-11R-2404-07+1,75030995,74077796,98.72
HT-8107-01A-13R-2404-07+1,80994472,79905556,98.65
HT-8108-01A-11R-2404-07+1,68536514,67638691,98.69
HT-8109-01A-11R-2404-07+1,72095639,71182828,98.73
HT-8110-01A-11R-2404-07+1,68528242,67706084,98.80
HT-8111-01A-11R-2404-07+1,74746014,73862989,98.81
HT-8113-01A-11R-2404-07+1,60202979,59222745,98.37
HT-8114-01A-11R-2404-07+1,111002992,108989764,98.18
HT-8558-01A-21R-2404-07+1,73187991,72254442,98.72
HT-8563-01A-11R-2404-07+1,73922117,73057271,98.83
HT-8564-01A-11R-2404-07+1,68287846,67411309,98.71
HT-A4DS-01A-11R-A26U-07+1,37095131,36632470,98.75
HT-A4DV-01A-11R-A26U-07+1,31090765,30723010,98.81
HT-A5R5-01A-11R-A28M-07+1,51706978,50783930,98.21
HT-A5R7-01A-11R-A28M-07+1,53540559,52842773,98.69
HT-A5R9-01A-11R-A28M-07+1,60016078,59216920,98.66
HT-A5RA-01A-11R-A28M-07+1,58539214,57821118,98.77
HT-A5RB-01A-11R-A28M-07+1,57010727,56002712,98.23
HT-A5RC-01A-11R-A28M-07+1,54779367,53874097,98.34
HT-A614-01A-11R-A29R-07+1,51072575,50034982,97.96
HT-A615-01A-11R-A29R-07+1,57745706,56682377,98.15
HT-A616-01A-11R-A29R-07+1,54646042,53547103,97.98
HT-A617-01A-11R-A29R-07+1,53984295,52947493,98.07
HT-A618-01A-11R-A29R-07+1,56472392,55355794,98.02
HT-A619-01A-11R-A29R-07+1,54768377,53711510,98.07
HT-A61A-01A-11R-A29R-07+1,55839816,54825363,98.18
HT-A61B-01A-11R-A29R-07+1,55543880,54697493,98.47
HT-A61C-01A-11R-A29R-07+1,59514126,58658014,98.56
HT-A74H-01A-11R-A32Q-07+1,61946507,59656922,96.30
HT-A74J-01A-12R-A32Q-07+1,64714895,63420177,97.99
HT-A74K-01A-11R-A32Q-07+1,49021361,47969813,97.85
HT-A74L-01A-11R-A32Q-07+1,77258958,74429931,96.33
HT-A74O-01A-11R-A32Q-07+1,58421037,57377943,98.21
HW-7486-01A-11R-2027-07+1,74132802,72977206,98.44
HW-7487-01A-11R-2027-07+1,54585022,53705473,98.38
HW-7489-01A-11R-2027-07+1,72265769,71426904,98.83
HW-7490-01A-11R-2027-07+1,63305146,62241926,98.32
HW-7491-01A-11R-2027-07+1,83351138,82320291,98.76
HW-7493-01A-11R-2027-07+1,65592398,64770508,98.74
HW-7495-01A-11R-2027-07+1,64228968,63450726,98.78
HW-8319-01A-11R-2404-07+1,81073084,79842471,98.48
HW-8320-01A-11R-2404-07+1,71879262,70914717,98.65
HW-8321-01A-11R-2404-07+1,79678876,78712329,98.78
HW-8322-01A-11R-2404-07+1,85702466,84586615,98.69
HW-A5KJ-01A-12R-A27Q-07+1,67995467,66531505,97.84
HW-A5KK-01A-11R-A27Q-07+1,67009056,65489653,97.73
HW-A5KL-01A-11R-A27Q-07+1,68026470,65895512,96.86
HW-A5KM-01A-11R-A27Q-07+1,87649610,84961182,96.93
IK-7675-01A-11R-2090-07+1,77353498,76425366,98.80
IK-8125-01A-11R-2256-07+1,88621535,87533806,98.77
KT-A74X-01A-11R-A32Q-07+1,88003853,85285833,96.91
KT-A7W1-01A-11R-A34F-07+1,71201128,69050043,96.97
OX-A56R-01A-11R-A344-08+1,58930905,57240113,97.13
P5-A5ET-01A-11R-A27Q-07+1,64546728,62926290,97.48
P5-A5EU-01A-11R-A27Q-07+1,61323166,59772633,97.47
P5-A5EV-01A-11R-A27Q-07+1,62626314,61060851,97.50
P5-A5EW-01A-11R-A27Q-07+1,60767304,59481427,97.88
P5-A5EX-01A-12R-A28M-07+1,55458300,54568927,98.39
P5-A5EY-01A-11R-A27Q-07+1,59584845,58303831,97.85
P5-A5EZ-01A-11R-A27Q-07+1,66246734,64807571,97.82
P5-A5F0-01A-11R-A28M-07+1,57453149,56511607,98.36
P5-A5F1-01A-11R-A28M-07+1,52525148,51642492,98.31
P5-A5F2-01A-11R-A28M-07+1,55888177,54900507,98.23
P5-A5F4-01A-11R-A28M-07+1,55019334,54122128,98.36
P5-A5F6-01A-11R-A28M-07+1,47870958,47340524,98.89
P5-A72U-01A-31R-A32Q-07+1,60121786,58925197,98.00
P5-A72W-01A-11R-A32Q-07+1,55198046,54072137,97.96
P5-A72X-01A-11R-A32Q-07+1,63038177,61852817,98.11
P5-A72Z-01A-11R-A32Q-07+1,74990661,73316208,97.76
P5-A730-01A-11R-A32Q-07+1,55529298,53674257,96.65
P5-A731-01A-11R-A32Q-07+1,61452630,59156421,96.26
P5-A733-01A-11R-A32Q-07+1,70435463,67779206,96.22
P5-A735-01A-11R-A32Q-07+1,43616903,42561302,97.57
P5-A736-01A-11R-A32Q-07+1,55195790,53986668,97.80
P5-A737-01A-11R-A32Q-07+1,60338880,58666772,97.22
P5-A77W-01A-11R-A32Q-07+1,73180803,70434806,96.24
P5-A77X-01A-11R-A32Q-07+1,69605101,66566253,95.63
P5-A780-01A-12R-A32Q-07+1,74181119,71236937,96.03
P5-A781-01A-11R-A32Q-07+1,68249477,65403750,95.83
QH-A65R-01A-21R-A31N-07+1,67323603,65255172,96.92
QH-A65S-01A-11R-A29R-07+1,47696920,46763712,98.04
QH-A65V-01A-11R-A29R-07+1,55863073,54968418,98.39
QH-A65X-01A-11R-A32Q-07+1,51721659,50456563,97.55
QH-A65Z-01A-11R-A29R-07+1,57298061,56379557,98.39
QH-A6CS-01A-11R-A31N-07+1,55540575,54539141,98.19
QH-A6CU-01A-11R-A31N-07+1,52579762,51091300,97.16
QH-A6CV-01A-11R-A31N-07+1,59740542,58241735,97.49
QH-A6CW-01A-11R-A32Q-07+1,54117190,52728788,97.43
QH-A6CX-01A-11R-A32Q-07+1,55469012,54056024,97.45
QH-A6CY-01A-11R-A32Q-07+1,66052532,63565627,96.23
QH-A6CZ-01A-11R-A32Q-07+1,62650132,60405870,96.41
QH-A6X3-01A-21R-A32Q-07+1,62719019,60390649,96.28
QH-A6X4-01A-51R-A32Q-07+1,68319405,66643481,97.54
QH-A6X5-01A-12R-A32Q-07+1,57287533,55029256,96.05
QH-A6X8-01A-12R-A32Q-07+1,63790124,61669698,96.67
QH-A6X9-01A-12R-A32Q-07+1,66486698,63924274,96.14
QH-A6XA-01A-12R-A32Q-07+1,60036500,57713754,96.13
QH-A6XC-01A-12R-A32Q-07+1,60300495,58445038,96.92
QH-A86X-01A-11R-A36H-07+1,96646049,94613374,97.89
QH-A870-01A-11R-A36H-07+1,59075904,57785226,97.81
R8-A6MK-01A-11R-A32Q-07+1,71758950,68901617,96.01
R8-A6ML-01A-11R-A32Q-07+1,69647969,66991574,96.18
R8-A6MO-01A-11R-A33Z-07+1,82282879,79317250,96.39
R8-A6YH-01A-21R-A32Q-07+1,65009601,63343801,97.43
R8-A73M-01A-11R-A32Q-07+1,46880322,45604925,97.27
RR-A6KA-01A-21R-A344-08+1,58419390,56647166,96.96
RR-A6KB-01A-12R-A344-08+1,46411610,44790216,96.50
RR-A6KC-01A-31R-A344-08+1,61096750,59178792,96.86
RY-A83X-01A-11R-A36H-07+1,75856377,74205366,97.82
RY-A83Y-01A-11R-A36H-07+1,49472806,48381737,97.79
RY-A83Z-01A-11R-A36H-07+1,51961003,50762742,97.69
RY-A840-01A-11R-A36H-07+1,61884108,60463327,97.70
RY-A843-01A-11R-A36H-07+1,76370008,74797903,97.94
RY-A845-01A-11R-A36H-07+1,68543919,66820949,97.48
RY-A847-01A-11R-A36H-07+1,55999243,54672960,97.63
S9-A6TS-01A-12R-A33Z-07+1,59014663,56791233,96.23
S9-A6TU-01A-12R-A32Q-07+1,63136110,61539618,97.47
S9-A6TV-01A-12R-A34R-07+1,81721972,78545521,96.11
S9-A6TW-01A-12R-A32Q-07+1,61521386,58661134,95.35
S9-A6TX-01A-21R-A32Q-07+1,68552148,66705548,97.30
S9-A6TY-01A-12R-A32Q-07+1,66898444,63845657,95.43
S9-A6TZ-01A-21R-A32Q-07+1,105160292,101013834,96.05
S9-A6U0-01A-12R-A32Q-07+1,45256011,44144794,97.54
S9-A6U1-01A-21R-A33Z-07+1,60963511,58638128,96.18
S9-A6U2-01A-21R-A33Z-07+1,53738675,51650353,96.11
S9-A6U5-01A-12R-A33Z-07+1,63080710,60915243,96.56
S9-A6U6-01A-12R-A33Z-07+1,62537641,60498676,96.73
S9-A6U8-01A-21R-A33Z-07+1,72765241,70628198,97.06
S9-A6U9-01A-11R-A32Q-07+1,61231230,59733253,97.55
S9-A6UA-01A-12R-A33Z-07+1,68838530,66526831,96.64
S9-A6UB-01A-21R-A33Z-07+1,52594053,50699896,96.39
S9-A6WD-01A-12R-A33Z-07+1,64046306,61833437,96.54
S9-A6WE-01A-12R-A33Z-07+1,54552172,52359400,95.98
S9-A6WG-01A-11R-A33Z-07+1,55521928,53568746,96.48
S9-A6WH-01A-12R-A33Z-07+1,45531469,43607990,95.77
S9-A6WI-01A-21R-A33Z-07+1,79204652,77187240,97.45
S9-A6WL-01A-21R-A33Z-07+1,55614278,53416998,96.04
S9-A6WM-01A-12R-A33Z-07+1,42976526,41233890,95.94
S9-A6WN-01A-12R-A33Z-07+1,57025497,54685162,95.89
S9-A6WO-01A-21R-A34F-07+1,57330939,55560377,96.91
S9-A6WP-01A-12R-A34F-07+1,72570665,70827206,97.59
S9-A6WQ-01A-12R-A34F-07+1,63790893,62093042,97.33
S9-A7IQ-01A-21R-A34F-07+1,74715063,72599409,97.16
S9-A7IS-01A-11R-A34F-07+1,73809373,71593749,96.99
S9-A7IX-01A-12R-A34F-07+1,75641678,74018057,97.85
S9-A7IY-01A-11R-A34F-07+1,62649048,61502407,98.16
S9-A7IZ-01A-11R-A34F-07+1,62185367,60473600,97.24
S9-A7J0-01A-11R-A34F-07+1,73448530,71182601,96.91
S9-A7J1-01A-21R-A34R-07+1,52985184,50547785,95.39
S9-A7J2-01A-11R-A34F-07+1,65721084,63806426,97.08
S9-A7J3-01A-21R-A34R-07+1,88551744,85355838,96.39
S9-A7QW-01A-11R-A34F-07+1,59035601,57791663,97.89
S9-A7QX-01A-11R-A34F-07+1,61048482,59772430,97.90
S9-A7QY-01A-11R-A34F-07+1,66235809,64884604,97.96
S9-A7QZ-01A-12R-A34R-07+1,68565762,66795452,97.41
S9-A7R1-01A-12R-A34R-07+1,53233131,51927416,97.54
S9-A7R2-01A-21R-A34R-07+1,54505300,53517953,98.18
S9-A7R3-01A-11R-A34R-07+1,55448451,54438071,98.17
S9-A7R4-01A-12R-A34R-07+1,59704599,58650120,98.23
S9-A7R7-01A-11R-A34R-07+1,44731030,42577663,95.18
S9-A7R8-01A-11R-A34R-07+1,52915730,50653802,95.72
S9-A89V-01A-11R-A36H-07+1,61910404,60325696,97.44
S9-A89Z-01A-11R-A36H-07+1,50980460,49858915,97.80
TM-A7C3-01A-11R-A32Q-07+1,60217930,57240844,95.05
TM-A7C4-01A-11R-A32Q-07+1,55799129,53867204,96.53
TM-A7C5-01A-11R-A32Q-07+1,46385578,44812045,96.60
TM-A7CA-01A-21R-A33Z-07+1,56753201,55002528,96.91
TM-A7CF-01A-11R-A32Q-07+1,57191621,55551052,97.13
TM-A7CF-02A-11R-A32Q-07+1,60320860,58706557,97.32
TM-A84B-01A-11R-A36H-07+1,78743357,77010097,97.79
TM-A84C-01A-11R-A36H-07+1,77132440,75552260,97.95
TM-A84F-01A-11R-A36H-07+1,53257536,52065262,97.76
TM-A84G-01A-11R-A36H-07+1,62949293,61752682,98.09
TM-A84H-01A-11R-A36H-07+1,73734507,72367977,98.14
TM-A84I-01A-11R-A36H-07+1,64896123,63346832,97.61
TM-A84J-01A-11R-A36H-07+1,56746700,55410543,97.64
TM-A84L-01A-11R-A36H-07+1,56743439,55357456,97.55
TM-A84M-01A-11R-A36H-07+1,60647650,59185978,97.58
TM-A84O-01A-11R-A36H-07+1,58361190,57083798,97.81
TM-A84Q-01A-11R-A36H-07+1,71193944,69749563,97.97
TM-A84R-01A-21R-A36H-07+1,65116338,63905596,98.14
TM-A84S-01A-11R-A36H-07+1,60623034,59307075,97.82
TM-A84T-01A-11R-A36H-07+1,60779819,59389341,97.71
TQ-A7RF-01A-11R-A33Z-07+1,53680257,52044812,96.95
TQ-A7RG-01A-11R-A33Z-07+1,51430477,49502110,96.25
TQ-A7RH-01A-12R-A34F-07+1,71477259,70021519,97.96
TQ-A7RI-01A-11R-A33Z-07+1,63297466,61146914,96.60
TQ-A7RJ-01A-11R-A33Z-07+1,74356885,72847723,97.97
TQ-A7RK-01A-11R-A33Z-07+1,59574965,57815711,97.04
TQ-A7RK-02A-11R-A36H-07+1,64541787,62979471,97.57
TQ-A7RK-02B-11R-A40A-07+1,48972232,47446610,96.88
TQ-A7RM-01A-11R-A33Z-07+1,87625429,84649980,96.60
TQ-A7RN-01A-11R-A33Z-07+1,82758205,79784945,96.40
TQ-A7RO-01A-11R-A33Z-07+1,54796415,53314911,97.29
TQ-A7RP-01A-21R-A34F-07+1,76953669,75628081,98.27
TQ-A7RQ-01A-11R-A33Z-07+1,78994740,75935490,96.12
TQ-A7RR-01A-21R-A34F-07+1,61888285,60015938,96.97
TQ-A7RS-01A-12R-A33Z-07+1,66044180,63574373,96.26
TQ-A7RU-01A-21R-A34F-07+1,59438640,57560803,96.84
TQ-A7RV-01A-21R-A34F-07+1,68901537,66873564,97.05
TQ-A7RV-02A-11R-A36H-07+1,57905660,56455599,97.49
TQ-A7RW-01A-11R-A33Z-07+1,50015552,48298963,96.56
TQ-A8XE-01A-11R-A36H-07+1,68053093,66257874,97.36
TQ-A8XE-02A-11R-A36H-07+1,59170669,57561810,97.28
VM-A8C8-01A-11R-A36H-07+1,49408707,48406948,97.97
