sample,read count,average length,raw AC_000005.1,RM AC_000005.1,hg38 AC_000005.1,RM+hg38 AC_000005.1,raw AC_000007.1,RM AC_000007.1,hg38 AC_000007.1,RM+hg38 AC_000007.1,raw AC_000017.1,RM AC_000017.1,hg38 AC_000017.1,RM+hg38 AC_000017.1,raw AC_000018.1,RM AC_000018.1,hg38 AC_000018.1,RM+hg38 AC_000018.1,raw AC_000019.1,RM AC_000019.1,hg38 AC_000019.1,RM+hg38 AC_000019.1,raw NC_000898.1,RM NC_000898.1,hg38 NC_000898.1,RM+hg38 NC_000898.1,raw NC_001352.1,RM NC_001352.1,hg38 NC_001352.1,RM+hg38 NC_001352.1,raw NC_001357.1,RM NC_001357.1,hg38 NC_001357.1,RM+hg38 NC_001357.1,raw NC_001405.1,RM NC_001405.1,hg38 NC_001405.1,RM+hg38 NC_001405.1,raw NC_001460.1,RM NC_001460.1,hg38 NC_001460.1,RM+hg38 NC_001460.1,raw NC_001587.1,RM NC_001587.1,hg38 NC_001587.1,RM+hg38 NC_001587.1,raw NC_001593.1,RM NC_001593.1,hg38 NC_001593.1,RM+hg38 NC_001593.1,raw NC_001664.4,RM NC_001664.4,hg38 NC_001664.4,RM+hg38 NC_001664.4,raw NC_001716.2,RM NC_001716.2,hg38 NC_001716.2,RM+hg38 NC_001716.2,raw NC_001798.2,RM NC_001798.2,hg38 NC_001798.2,RM+hg38 NC_001798.2,raw NC_001806.2,RM NC_001806.2,hg38 NC_001806.2,RM+hg38 NC_001806.2,raw NC_006273.2,RM NC_006273.2,hg38 NC_006273.2,RM+hg38 NC_006273.2,raw NC_006577.2,RM NC_006577.2,hg38 NC_006577.2,RM+hg38 NC_006577.2,raw NC_007605.1,RM NC_007605.1,hg38 NC_007605.1,RM+hg38 NC_007605.1,raw NC_009333.1,RM NC_009333.1,hg38 NC_009333.1,RM+hg38 NC_009333.1,raw NC_009334.1,RM NC_009334.1,hg38 NC_009334.1,RM+hg38 NC_009334.1,raw NC_011203.1,RM NC_011203.1,hg38 NC_011203.1,RM+hg38 NC_011203.1,raw NC_020890.1,RM NC_020890.1,hg38 NC_020890.1,RM+hg38 NC_020890.1,raw NC_028459.1,RM NC_028459.1,hg38 NC_028459.1,RM+hg38 NC_028459.1,raw NC_038524.1,RM NC_038524.1,hg38 NC_038524.1,RM+hg38 NC_038524.1,raw NC_038889.1,RM NC_038889.1,hg38 NC_038889.1,RM+hg38 NC_038889.1
DU-7290-10A-01D-2022,153629539,51,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,13185,12,2,0,0,0,0,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13099,47,2,2,13215,13171,125,0,640,97,5,2,237,13,37,0,25,0,0,0,0,0,0,0,62,36,1,0,47,39,10,2,1,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
DU-7292-10A-01D-2022,147470608,51,0,0,0,0,32,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,8250,18,1,1,0,0,0,0,2,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8219,44,2,0,8220,8196,44,0,486,90,20,12,895,13,694,3,21,0,0,0,1,1,0,0,73,55,2,2,56,36,26,6,5,3,5,3,1,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
DU-7294-10A-01D-2022,165679302,51,1,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13605,18,1,1,0,0,0,0,1,1,0,0,60,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13557,52,0,1,13601,13559,131,0,555,120,24,16,1080,22,888,9,35,0,0,0,1,1,0,0,83,73,5,4,54,35,24,5,6,4,6,4,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0
DU-7301-10A-01D-2086,556140797,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17056,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17171,22,0,0,17117,17137,0,0,62,58,0,0,136,8,2,2,1,1,1,1,0,0,0,0,368,366,0,0,22,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU-7304-10A-01D-2086,365586977,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23692,0,0,0,22181,22848,0,0,23,18,0,0,152,27,0,0,0,0,0,0,0,0,0,0,8,9,0,0,7,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1-5303-10A-01D-1465,226491463,51,1,0,1,0,52,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,18391,13,1,1,0,0,0,0,7,7,0,0,52,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,18337,101,7,1,18569,18470,288,1,1190,138,15,10,339,12,93,5,61,1,1,1,1,1,0,0,84,56,4,3,76,61,24,10,5,3,5,3,7,0,6,0,1,1,0,0,208,0,0,0,0,0,0,0,0,0,0,0
E1-5305-10A-01D-1891,173148140,51,0,0,0,0,42,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,12598,13,2,2,0,0,0,0,5,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12503,64,0,0,12486,12437,119,1,614,123,10,6,188,12,27,0,23,0,0,0,2,2,0,0,46,33,0,0,65,57,11,2,1,0,1,0,2,0,2,0,0,0,0,0,101,0,0,0,0,0,0,0,1,1,1,1
E1-5307-10A-01D-1891,143571153,51,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9862,12,2,1,0,0,0,0,2,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801,45,0,0,9824,9791,104,0,390,92,8,7,201,16,29,2,24,0,1,0,1,1,0,0,38,27,0,0,43,40,4,2,0,0,0,0,1,0,1,0,1,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0
E1-5318-10A-01D-1468,561635913,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20643,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20799,30,0,0,20616,20642,0,0,64,70,0,0,206,11,1,1,0,0,0,0,0,0,0,0,389,386,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1-5319-10A-01D-1893,459244595,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18306,12,0,0,18291,18311,0,0,172,171,0,0,607,91,2,1,0,0,0,0,0,0,0,0,1403,1401,0,0,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZ-7264-10A-01D-2024,537232208,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17236,12,0,0,17097,17126,1,1,115,110,3,3,478,103,5,5,0,0,0,0,0,0,0,0,1512,1506,1,1,63,64,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG-5963-11A-01D-1703,191238094,51,0,0,0,0,88,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,11941,11,5,4,0,0,0,0,6,6,0,0,88,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11850,82,4,2,11862,11795,118,1,1022,125,17,10,348,21,108,3,43,1,2,1,1,1,0,0,88,68,0,0,91,66,29,4,0,0,0,0,4,0,4,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
FG-5964-10A-01D-1705,571257799,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18604,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18741,16,0,0,18532,18612,2,2,90,88,0,0,236,19,1,1,0,0,0,0,0,0,0,0,569,573,0,0,40,39,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG-5965-10A-01D-1893,354008374,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21326,0,0,0,19979,20562,0,0,15,14,1,1,150,19,0,0,0,0,0,0,0,0,0,0,6,5,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG-6688-10A-01D-1891,148877499,51,1,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8552,11,0,0,0,0,0,0,3,3,0,0,38,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8459,53,1,0,8469,8422,86,0,508,107,3,3,184,6,26,0,21,0,0,0,0,0,0,0,48,34,0,0,48,36,14,2,1,0,1,0,1,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
FG-6689-10A-01D-1891,163978835,51,1,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12115,12,1,0,0,0,0,0,1,1,0,0,52,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,12048,58,0,0,12020,11990,127,1,668,123,4,3,160,7,11,0,24,0,1,0,0,0,0,0,52,35,0,0,60,57,8,4,0,0,0,0,4,0,4,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
FG-6690-10A-01D-1891,178747577,51,1,0,1,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14658,13,0,0,0,0,0,0,2,2,0,0,51,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,14527,56,2,0,14591,14541,178,1,835,109,7,4,205,10,34,0,31,0,0,0,0,0,0,0,38,27,0,0,71,63,11,4,1,0,1,0,4,1,4,1,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
FG-6691-10A-01D-1891,182436977,51,0,0,0,0,41,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14850,16,1,1,0,0,0,0,6,6,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14662,76,0,0,14723,14660,191,0,902,143,7,4,216,13,25,2,35,1,3,1,1,1,1,1,57,39,1,0,59,45,16,2,1,0,1,0,5,0,5,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
FG-6692-10A-01D-1891,115301332,51,3,0,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153,10,0,0,0,0,0,0,4,4,0,0,77,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10106,32,4,0,10125,10097,85,4,404,69,21,10,497,19,361,4,28,0,1,0,2,2,0,0,74,60,3,2,71,34,40,3,6,1,6,1,1,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
FG-7636-10A-01D-2088,79985926,51,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998,9,1,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5962,24,4,0,5995,5968,29,0,222,64,17,10,660,24,545,3,18,0,0,0,0,0,0,0,61,44,1,1,44,13,31,0,1,1,1,1,1,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
FG-7643-10A-01D-2086,336309019,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27427,8471,8506,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29714,10639,10713,10569,17661,18267,0,0,11,10,0,0,99,11,1,1,0,0,0,0,0,0,0,0,24,23,0,0,16,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG-8182-10A-01D-2253,525446299,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22083,14,0,1,21990,22073,0,0,127,121,2,2,459,73,1,1,0,0,0,0,0,0,0,0,1262,1264,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG-A4MT-10A-01D-A38T,340434094,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20783,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20794,3,1,1,19701,20191,0,0,15,16,1,1,134,22,2,1,0,0,0,0,0,0,0,0,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FN-7833-10A-01D-2088,90850179,51,1,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7444,6,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7425,19,3,0,7419,7396,41,0,247,54,15,9,463,12,360,2,28,0,1,0,0,0,0,0,46,31,0,0,61,34,31,4,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
HT-7468-10A-01D-2022,174372696,51,0,0,0,0,42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13056,9,0,0,0,0,0,0,3,3,0,0,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13001,50,3,1,13016,12980,123,3,513,95,17,7,620,15,413,1,24,1,1,1,0,0,0,0,78,50,1,0,54,40,20,7,2,0,2,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
HT-7472-10A-01D-2022,144566087,51,0,0,0,0,31,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,10883,10,1,1,0,0,0,0,1,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10842,25,3,0,10908,10858,71,0,436,75,15,9,663,12,502,1,24,0,0,0,0,0,0,0,62,45,0,0,53,38,22,7,0,0,0,0,5,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
HT-7473-10A-01D-2022,216701086,51,1,0,1,0,99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10624,13,2,0,0,0,0,0,10,10,0,0,99,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10563,67,9,2,10521,10471,157,4,1140,163,26,19,347,16,123,4,45,1,2,1,3,2,1,0,86,62,3,3,129,69,64,6,4,3,4,3,4,0,4,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0
HT-7475-10A-01D-2022,233496446,51,1,0,1,0,123,1,1,1,5,2,2,1,0,0,0,0,0,0,0,0,10898,12,5,3,1,1,0,0,8,8,0,0,123,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,10885,70,6,2,10872,10805,155,1,1237,160,27,23,352,17,131,3,49,2,5,2,0,0,0,0,89,60,3,3,141,56,94,9,3,2,3,2,6,0,6,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
HT-7476-10A-01D-2022,186892030,51,1,1,1,1,81,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11269,18,7,3,0,0,0,0,6,6,0,0,81,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,11207,75,3,0,11185,11132,112,0,1026,142,24,18,319,18,126,1,51,2,3,2,2,2,1,1,87,65,0,0,95,61,38,4,1,1,1,1,2,0,2,0,2,1,2,1,91,0,0,0,0,0,0,0,0,0,0,0
HT-7481-10A-01D-2022,195264281,51,1,0,1,0,92,2,2,2,7,4,4,3,0,0,0,0,1,0,1,0,8845,13,1,1,0,0,0,0,3,3,0,0,92,2,2,2,1,0,1,0,3,1,1,1,0,0,0,0,8818,55,5,2,8829,8783,87,2,811,134,20,18,324,12,122,2,36,0,0,0,0,0,0,0,91,56,5,3,109,53,59,3,2,2,2,2,3,0,3,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
HT-7601-10A-01D-2088,169531425,51,0,0,0,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12695,6,0,0,0,0,0,0,7,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12673,59,1,0,12668,12631,136,1,714,120,12,8,250,7,39,1,22,1,1,1,0,0,0,0,56,40,0,0,58,43,19,5,0,0,0,0,2,0,2,0,2,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0
HT-7602-10A-01D-2086,511617516,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19868,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19974,9,0,0,19850,19902,1,0,54,57,0,0,193,11,2,2,0,0,0,0,0,0,0,0,315,314,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT-7604-10A-01D-2088,149168585,51,1,0,1,0,42,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,10000,15,0,0,0,0,0,0,1,1,0,0,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9926,51,2,1,9939,9891,71,0,636,80,8,7,188,5,24,1,24,0,0,0,0,0,0,0,52,39,0,0,55,46,12,3,0,0,0,0,4,0,4,0,2,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0
HT-7689-10A-01D-2253,456070108,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16037,12,0,0,15887,15920,0,0,91,88,1,1,333,60,4,4,0,0,0,0,0,0,0,0,1279,1304,1,1,36,34,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT-7695-10A-01D-2253,542204682,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18416,11,0,0,18302,18347,0,0,48,49,1,1,99,3,0,0,0,0,0,0,0,0,0,0,262,259,1,1,26,26,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT-8104-10A-01D-A461,359585828,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19794,3,0,0,18521,19082,0,0,24,26,1,1,136,16,1,0,0,0,0,0,0,0,0,0,2,2,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT-A5R7-10A-01D-A289,346166770,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21932,1,0,0,20720,21249,0,0,35,28,0,0,167,34,1,0,0,0,0,0,0,0,0,0,4,4,3,3,16,16,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT-A61B-10A-01D-A29Q,354613036,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23385,0,0,0,21941,22583,3,3,26,30,0,0,155,32,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW-7486-10A-01D-2024,834532785,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24675,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24912,22,1,1,24721,24747,0,0,171,168,0,0,435,58,2,1,0,0,0,0,0,0,0,0,1408,1420,0,0,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW-7487-10A-01D-2024,534402137,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20396,10,0,0,20326,20349,0,0,99,100,1,1,412,28,1,1,0,0,0,0,0,0,0,0,1261,1274,3,3,70,69,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW-7489-10A-01D-2022,205325517,51,1,0,1,0,84,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,9987,11,2,1,0,0,0,0,0,0,0,0,84,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,9888,75,6,0,9894,9838,123,2,1184,148,22,14,316,22,104,7,35,0,1,0,1,1,0,0,92,71,0,0,84,60,28,5,0,0,0,0,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
HW-7495-10A-01D-2022,252260838,51,0,0,0,0,85,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,13668,21,5,2,0,0,0,0,7,7,0,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13636,87,5,0,13725,13634,232,2,1517,155,25,17,340,17,103,2,52,1,2,1,2,2,2,2,101,76,2,2,94,67,29,3,2,1,2,1,2,0,2,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
IK-7675-10A-01D-2086,534278319,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14271,16,0,0,14123,14166,0,0,114,114,0,0,347,67,0,0,0,0,0,0,0,0,0,0,1318,1326,7,6,52,50,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM-A7CF-10A-01D-A329,350269398,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22094,3,0,0,20590,21270,0,0,13,13,0,0,169,33,6,6,0,0,0,0,0,0,0,0,3,3,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQ-A7RK-10A-01D-A33W,372900517,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23971,0,0,0,22493,23197,0,0,28,28,0,0,145,18,1,1,0,0,0,0,0,0,0,0,7,7,2,2,17,18,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQ-A7RV-10A-01D-A34A,362586651,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20414,3,0,0,18999,19661,0,0,30,32,0,0,136,28,1,1,1,1,1,1,0,0,0,0,6,6,0,0,10,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQ-A8XE-10A-01D-A367,371365326,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107,1,0,0,17658,18251,0,0,17,16,1,1,136,22,1,1,0,0,0,0,0,0,0,0,4,4,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
