001,55984187
002,75138185
003,30613378
004,55689621
005,83533019
006,66875775
007,62339629
008,54575661
009,41006640
010,103302285
012,44119694
013,62872609
014,45025196
015,32164769
017,45481532
018,61396370
019,39746614
020,46048377
021,52537271
023,41810789
024,77119179
025,77117805
026,115761506
027,83424038
028,113244455
029,53026507
033,88902735
034,72826047
036,59936660
037,116555716
038,76384887
040,89308926
041,50820261
043,40251665
044,71174850
045,68645455
046,52237077
047,188211776
048,77148883
049,51118771
051,43922453
052,69647059
053,39533294
054,67129982
055,47553018
056,78150825
057,85724588
058,66669146
059,67894322
060,72209675
061,70660006
062,70301183
063,54980948
064,62827847
065,84435281
067,73800947
068,67880493
069,67712728
070,77841249
071,60924133
072,73972682
073,38746707
074,63028751
075,82365454
076,62109530
077,75864742
079,72971045
080,94280663
083,80600191
086,52683802
087,70599785
089,75893666
090,55805520
091,26386021
092,65330130
093,76635889
094,87578922
095,77802746
096,98256657
097,56787521
098,112029811
099,165794737
100,39590965
101,83266735
102,75369093
103,71695621
104,106418696
105,51614015
106,60080559
107,55329000
108,71040553
110,52022620
111,74929444
112,61600263
113,82788238
114,103353413
115,75616496
116,62101751
117,60888959
119,189796712
120,66841321
122,72314186
123,52734052
124,72946429
125,66105149
126,78480168
127,73200717
128,70328671
129,75089787
130,65954018
132,74280460
133,64491797
134,131028948
135,75104997
137,76053032
139,59670142
141,71881526
142,72843111
143,69190576
144,67755977
145,70948128
146,76637767
147,44068389
150,93912525
151,76063318
152,70499033
153,57920336
155,61603832
156,85720706
157,58262728
158,73009216
159,112721136
160,56713479
161,57206733
162,77516232
163,84212689
164,66590423
165,64395491
166,56898821
167,61550086
168,72408752
169,76128369
170,89623888
171,48536744
173,50670270
174,62559209
175,50175891
176,78844298
178,51353820
179,45920022
180,63438859
181,78774242
182,50413090
183,80786151
184,61379938
185,49501119
186,55786007
187,49949368
188,62998892
189,71661784
190,66200313
191,61085173
192,41349933
193,57483684
194,69920334
197,72055865
198,41171498
199,57575235
200,59020864
201,55787478
202,51729863
203,43869786
204,88984570
205,49737570
206,84913723
207,63944472
208,64904530
209,51466099
210,58539982
212,53938841
213,56626475
214,63519949
215,55630769
216,48137334
217,54197795
218,55235870
219,50069293
221,48297616
222,56094165
224,49883995
225,48514710
226,36402417
227,87900299
228,51177372
230,37647709
231,53601262
232,68914145
233,63654481
234,61967999
235,53125805
