study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA689664	SAMN17214082	SRX9789217	SRR13364988	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/088/SRR13364988/SRR13364988.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/088/SRR13364988	sample_output_PED_217_TR1	
PRJNA689664	SAMN17214131	SRX9789271	SRR13364934	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13364934/SRR13364934.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13364934	sample_output_PED_2_TR2	
PRJNA689664	SAMN17213780	SRX9789221	SRR13364984	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13364984/SRR13364984.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13364984	sample_output_Bead6-F12_TR1	
PRJNA689664	SAMN17214077	SRX9789212	SRR13364993	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/093/SRR13364993/SRR13364993.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/093/SRR13364993	sample_output_PED_214_TR2	
PRJNA689664	SAMN17214128	SRX9789268	SRR13364937	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/037/SRR13364937/SRR13364937.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/037/SRR13364937	sample_output_PED_29_TR1	
PRJNA689664	SAMN17214083	SRX9789218	SRR13364987	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13364987/SRR13364987.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/087/SRR13364987	sample_output_PED_217_TR2	
PRJNA689664	SAMN17214076	SRX9789211	SRR13364994	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13364994/SRR13364994.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/094/SRR13364994	sample_output_PED_214_TR1	
PRJNA689664	SAMN17214127	SRX9789267	SRR13364938	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13364938/SRR13364938.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13364938	sample_output_PED_28_TR2	
PRJNA689664	SAMN17214080	SRX9789215	SRR13364990	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/090/SRR13364990/SRR13364990.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/090/SRR13364990	sample_output_PED_216_TR1	
PRJNA689664	SAMN17214074	SRX9789208	SRR13364997	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13364997/SRR13364997.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/097/SRR13364997	sample_output_PED_213_TR1	
PRJNA689664	SAMN17214125	SRX9789264	SRR13364941	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/041/SRR13364941/SRR13364941.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/041/SRR13364941	sample_output_PED_27_TR2	
PRJNA689664	SAMN17214070	SRX9789204	SRR13365001	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13365001/SRR13365001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/001/SRR13365001	sample_output_PED_211_TR1	
PRJNA689664	SAMN17213779	SRX9789210	SRR13364995	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13364995/SRR13364995.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13364995	sample_output_Bead6-F11_TR2	
PRJNA689664	SAMN17214118	SRX9789257	SRR13364948	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13364948/SRR13364948.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13364948	sample_output_PED_24_TR1	
PRJNA689664	SAMN17213778	SRX9789199	SRR13365006	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13365006/SRR13365006.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13365006	sample_output_Bead6-F11_TR1	
PRJNA689664	SAMN17214073	SRX9789207	SRR13364998	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13364998/SRR13364998.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/098/SRR13364998	sample_output_PED_212_TR2	
PRJNA689664	SAMN17214116	SRX9789255	SRR13364950	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/050/SRR13364950/SRR13364950.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/050/SRR13364950	sample_output_PED_23_TR1	
PRJNA689664	SAMN17214062	SRX9789195	SRR13365010	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13365010/SRR13365010.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13365010	sample_output_PED_208_TR1	
PRJNA689664	SAMN17214066	SRX9789200	SRR13365005	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13365005/SRR13365005.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/005/SRR13365005	sample_output_PED_20_TR1	
PRJNA689664	SAMN17214113	SRX9789251	SRR13364954	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13364954/SRR13364954.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13364954	sample_output_PED_230_TR2	
PRJNA689664	SAMN17214061	SRX9789194	SRR13365011	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13365011/SRR13365011.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13365011	sample_output_PED_207_TR2	
PRJNA689664	SAMN17214064	SRX9789197	SRR13365008	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13365008/SRR13365008.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/008/SRR13365008	sample_output_PED_209_TR1	
PRJNA689664	SAMN17214107	SRX9789245	SRR13364960	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/060/SRR13364960/SRR13364960.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/060/SRR13364960	sample_output_PED_228_TR2	
PRJNA689664	SAMN17214058	SRX9789191	SRR13365014	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/014/SRR13365014/SRR13365014.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/014/SRR13365014	sample_output_PED_206_TR1	
PRJNA689664	SAMN17214059	SRX9789192	SRR13365013	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13365013/SRR13365013.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13365013	sample_output_PED_206_TR2	
PRJNA689664	SAMN17214105	SRX9789242	SRR13364963	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13364963/SRR13364963.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/063/SRR13364963	sample_output_PED_227_TR2	
PRJNA689664	SAMN17214057	SRX9789190	SRR13365015	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13365015/SRR13365015.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13365015	sample_output_PED_205_TR2	
PRJNA689664	SAMN17214055	SRX9789187	SRR13365018	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/018/SRR13365018/SRR13365018.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/018/SRR13365018	sample_output_PED_204_TR2	
PRJNA689664	SAMN17214102	SRX9789239	SRR13364966	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13364966/SRR13364966.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/066/SRR13364966	sample_output_PED_226_TR1	
PRJNA689664	SAMN17214054	SRX9789186	SRR13365019	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/019/SRR13365019/SRR13365019.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/019/SRR13365019	sample_output_PED_204_TR1	
PRJNA689664	SAMN17214049	SRX9789181	SRR13365024	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/024/SRR13365024/SRR13365024.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/024/SRR13365024	sample_output_PED_201_TR2	
PRJNA689664	SAMN17214101	SRX9789238	SRR13364967	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13364967/SRR13364967.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13364967	sample_output_PED_225_TR2	
PRJNA689664	SAMN17214046	SRX9789178	SRR13365027	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/027/SRR13365027/SRR13365027.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/027/SRR13365027	sample_output_PED_200_TR1	
PRJNA689664	SAMN17214048	SRX9789180	SRR13365025	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/025/SRR13365025/SRR13365025.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/025/SRR13365025	sample_output_PED_201_TR1	
PRJNA689664	SAMN17214096	SRX9789233	SRR13364972	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13364972/SRR13364972.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13364972	sample_output_PED_223_TR1	
PRJNA689664	SAMN17214044	SRX9789174	SRR13365031	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13365031/SRR13365031.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13365031	sample_output_PED_1_TR1	
PRJNA689664	SAMN17213781	SRX9789232	SRR13364973	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13364973/SRR13364973.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13364973	sample_output_Bead6-F12_TR2	
PRJNA689664	SAMN17214045	SRX9789175	SRR13365030	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/030/SRR13365030/SRR13365030.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/030/SRR13365030	sample_output_PED_1_TR2	
PRJNA689664	SAMN17214042	SRX9789172	SRR13365033	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/033/SRR13365033/SRR13365033.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/033/SRR13365033	sample_output_PED_19_TR1	
PRJNA689664	SAMN17214095	SRX9789231	SRR13364974	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13364974/SRR13364974.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/074/SRR13364974	sample_output_PED_222_TR2	
PRJNA689664	SAMN17214041	SRX9789171	SRR13365034	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13365034/SRR13365034.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13365034	sample_output_PED_199_TR2	
PRJNA689664	SAMN17214040	SRX9789170	SRR13365035	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13365035/SRR13365035.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/035/SRR13365035	sample_output_PED_199_TR1	
PRJNA689664	SAMN17214093	SRX9789229	SRR13364976	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13364976/SRR13364976.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/076/SRR13364976	sample_output_PED_221_TR2	
PRJNA689664	SAMN17214039	SRX9789169	SRR13365036	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13365036/SRR13365036.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13365036	sample_output_PED_198_TR2	
PRJNA689664	SAMN17214030	SRX9789159	SRR13365046	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/046/SRR13365046/SRR13365046.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/046/SRR13365046	sample_output_PED_194_TR1	
PRJNA689664	SAMN17214092	SRX9789228	SRR13364977	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13364977/SRR13364977.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13364977	sample_output_PED_221_TR1	
PRJNA689664	SAMN17214037	SRX9789167	SRR13365038	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13365038/SRR13365038.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13365038	sample_output_PED_197_TR2	
PRJNA689664	SAMN17214028	SRX9789157	SRR13365048	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13365048/SRR13365048.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13365048	sample_output_PED_193_TR1	
PRJNA689664	SAMN17214088	SRX9789224	SRR13364981	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/081/SRR13364981/SRR13364981.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/081/SRR13364981	sample_output_PED_21_TR1	
PRJNA689664	SAMN17214035	SRX9789164	SRR13365041	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/041/SRR13365041/SRR13365041.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/041/SRR13365041	sample_output_PED_196_TR2	
PRJNA689664	SAMN17213774	SRX9789154	SRR13365051	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13365051/SRR13365051.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/051/SRR13365051	sample_output_Bead5-E12_TR1	
PRJNA689664	SAMN17214087	SRX9789223	SRR13364982	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13364982/SRR13364982.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/082/SRR13364982	sample_output_PED_219_TR2	
PRJNA689664	SAMN17214034	SRX9789163	SRR13365042	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13365042/SRR13365042.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/042/SRR13365042	sample_output_PED_196_TR1	
PRJNA689664	SAMN17214025	SRX9789153	SRR13365052	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/052/SRR13365052/SRR13365052.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/052/SRR13365052	sample_output_PED_191_TR2	
PRJNA689664	SAMN17214086	SRX9789222	SRR13364983	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13364983/SRR13364983.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/083/SRR13364983	sample_output_PED_219_TR1	
PRJNA689664	SAMN17214033	SRX9789162	SRR13365043	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13365043/SRR13365043.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13365043	sample_output_PED_195_TR2	
PRJNA689664	SAMN17214024	SRX9789152	SRR13365053	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13365053/SRR13365053.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13365053	sample_output_PED_191_TR1	
PRJNA689664	SAMN17214031	SRX9789160	SRR13365045	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/045/SRR13365045/SRR13365045.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/045/SRR13365045	sample_output_PED_194_TR2	
PRJNA689664	SAMN17214084	SRX9789219	SRR13364986	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13364986/SRR13364986.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/086/SRR13364986	sample_output_PED_218_TR1	
PRJNA689664	SAMN17214023	SRX9789151	SRR13365054	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13365054/SRR13365054.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13365054	sample_output_PED_190_TR2	
PRJNA689664	SAMN17214029	SRX9789158	SRR13365047	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13365047/SRR13365047.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13365047	sample_output_PED_193_TR2	
PRJNA689664	SAMN17214081	SRX9789216	SRR13364989	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13364989/SRR13364989.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/089/SRR13364989	sample_output_PED_216_TR2	
PRJNA689664	SAMN17214020	SRX9789148	SRR13365057	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13365057/SRR13365057.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/057/SRR13365057	sample_output_PED_18_TR1	
PRJNA689664	SAMN17214027	SRX9789156	SRR13365049	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13365049/SRR13365049.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/049/SRR13365049	sample_output_PED_192_TR2	
PRJNA689664	SAMN17214079	SRX9789214	SRR13364991	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/091/SRR13364991/SRR13364991.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/091/SRR13364991	sample_output_PED_215_TR2	
PRJNA689664	SAMN17214018	SRX9789146	SRR13365059	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/059/SRR13365059/SRR13365059.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/059/SRR13365059	sample_output_PED_189_TR1	
PRJNA689664	SAMN17214026	SRX9789155	SRR13365050	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/050/SRR13365050/SRR13365050.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/050/SRR13365050	sample_output_PED_192_TR1	
PRJNA689664	SAMN17214078	SRX9789213	SRR13364992	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13364992/SRR13364992.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13364992	sample_output_PED_215_TR1	
PRJNA689664	SAMN17214009	SRX9789136	SRR13365069	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13365069/SRR13365069.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13365069	sample_output_PED_184_TR2	
PRJNA689664	SAMN17214022	SRX9789150	SRR13365055	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13365055/SRR13365055.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13365055	sample_output_PED_190_TR1	
PRJNA689664	SAMN17214075	SRX9789209	SRR13364996	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13364996/SRR13364996.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/096/SRR13364996	sample_output_PED_213_TR2	
PRJNA689664	SAMN17214007	SRX9789134	SRR13365071	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13365071/SRR13365071.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13365071	sample_output_PED_183_TR2	
PRJNA689664	SAMN17214021	SRX9789149	SRR13365056	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13365056/SRR13365056.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13365056	sample_output_PED_18_TR2	
PRJNA689664	SAMN17214072	SRX9789206	SRR13364999	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/099/SRR13364999/SRR13364999.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/099/SRR13364999	sample_output_PED_212_TR1	
PRJNA689664	SAMN17214005	SRX9789131	SRR13365074	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13365074/SRR13365074.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/074/SRR13365074	sample_output_PED_182_TR2	
PRJNA689664	SAMN17214019	SRX9789147	SRR13365058	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13365058/SRR13365058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13365058	sample_output_PED_189_TR2	
PRJNA689664	SAMN17214071	SRX9789205	SRR13365000	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/000/SRR13365000/SRR13365000.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/000/SRR13365000	sample_output_PED_211_TR2	
PRJNA689664	SAMN17214017	SRX9789145	SRR13365060	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/060/SRR13365060/SRR13365060.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/060/SRR13365060	sample_output_PED_188_TR2	
PRJNA689664	SAMN17214004	SRX9789130	SRR13365075	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13365075/SRR13365075.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13365075	sample_output_PED_182_TR1	
PRJNA689664	SAMN17214069	SRX9789203	SRR13365002	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13365002/SRR13365002.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/002/SRR13365002	sample_output_PED_210_TR2	
PRJNA689664	SAMN17214013	SRX9789140	SRR13365065	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13365065/SRR13365065.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/065/SRR13365065	sample_output_PED_186_TR2	
PRJNA689664	SAMN17214001	SRX9789127	SRR13365078	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13365078/SRR13365078.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13365078	sample_output_PED_180_TR2	
PRJNA689664	SAMN17214068	SRX9789202	SRR13365003	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13365003/SRR13365003.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/003/SRR13365003	sample_output_PED_210_TR1	
PRJNA689664	SAMN17214010	SRX9789137	SRR13365068	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13365068/SRR13365068.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/068/SRR13365068	sample_output_PED_185_TR1	
PRJNA689664	SAMN17214000	SRX9789126	SRR13365079	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13365079/SRR13365079.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13365079	sample_output_PED_180_TR1	
PRJNA689664	SAMN17214067	SRX9789201	SRR13365004	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13365004/SRR13365004.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13365004	sample_output_PED_20_TR2	
PRJNA689664	SAMN17214008	SRX9789135	SRR13365070	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13365070/SRR13365070.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/070/SRR13365070	sample_output_PED_184_TR1	
PRJNA689664	SAMN17213998	SRX9789124	SRR13365081	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/081/SRR13365081/SRR13365081.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/081/SRR13365081	sample_output_PED_17_TR1	
PRJNA689664	SAMN17214065	SRX9789198	SRR13365007	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/007/SRR13365007/SRR13365007.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/007/SRR13365007	sample_output_PED_209_TR2	
PRJNA689664	SAMN17213772	SRX9789132	SRR13365073	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13365073/SRR13365073.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13365073	sample_output_Bead4-E12_TR1	
PRJNA689664	SAMN17213995	SRX9789120	SRR13365085	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13365085/SRR13365085.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13365085	sample_output_PED_178_TR2	
PRJNA689664	SAMN17214063	SRX9789196	SRR13365009	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13365009/SRR13365009.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/009/SRR13365009	sample_output_PED_208_TR2	
PRJNA689664	SAMN17213993	SRX9789118	SRR13365087	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13365087/SRR13365087.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/087/SRR13365087	sample_output_PED_177_TR2	
